"iso_code3","Year","frac_wali_ww_domestic_urban_treatment_path_untreated_no_sewerage"
"AZE",2011,0.487987753870996
"AZE",2012,0.487987753870996
"AZE",2013,0.487987753870996
"AZE",2014,0.487987753870996
"AZE",2015,0.487987753870996
"AZE",2016,0.487987753870996
"AZE",2017,0.487987753870996
"AZE",2018,0.487987753870996
"AZE",2019,0.487987753870996
"AZE",2020,0.487987753870996
"BDI",2011,1
"BDI",2012,1
"BDI",2013,1
"BDI",2014,1
"BDI",2015,1
"BDI",2016,1
"BDI",2017,1
"BDI",2018,1
"BDI",2019,1
"BDI",2020,1
"BEL",2011,0
"BEL",2012,0
"BEL",2013,0
"BEL",2014,0
"BEL",2015,0
"BEL",2016,0
"BEL",2017,0
"BEL",2018,0
"BEL",2019,0
"BEL",2020,0
"BEN",2011,0.694337160305677
"BEN",2012,0.694337160305677
"BEN",2013,0.694337160305677
"BEN",2014,0.694337160305677
"BEN",2015,0.694337160305677
"BEN",2016,0.694337160305677
"BEN",2017,0.694337160305677
"BEN",2018,0.694337160305677
"BEN",2019,0.694337160305677
"BEN",2020,0.694337160305677
"BFA",2011,0.950718685831622
"BFA",2012,0.950718685831622
"BFA",2013,0.950718685831622
"BFA",2014,0.950718685831622
"BFA",2015,0.950718685831622
"BFA",2016,0.950718685831622
"BFA",2017,0.950718685831622
"BFA",2018,0.950718685831622
"BFA",2019,0.950718685831622
"BFA",2020,0.950718685831622
"BGD",2011,1
"BGD",2012,1
"BGD",2013,1
"BGD",2014,1
"BGD",2015,1
"BGD",2016,1
"BGD",2017,1
"BGD",2018,1
"BGD",2019,1
"BGD",2020,1
"BGR",2011,0.124830841595875
"BGR",2012,0.124830841595875
"BGR",2013,0.124830841595875
"BGR",2014,0.124830841595875
"BGR",2015,0.124830841595875
"BGR",2016,0.124830841595875
"BGR",2017,0.124830841595875
"BGR",2018,0.124830841595875
"BGR",2019,0.124830841595875
"BGR",2020,0.124830841595875
"BHR",2011,0.0350993377483444
"BHR",2012,0.0350993377483444
"BHR",2013,0.0350993377483444
"BHR",2014,0.0350993377483444
"BHR",2015,0.0350993377483444
"BHR",2016,0.0350993377483444
"BHR",2017,0.0350993377483444
"BHR",2018,0.0350993377483444
"BHR",2019,0.0350993377483444
"BHR",2020,0.0350993377483444
"BIH",2011,-9.71445146547012e-17
"BIH",2012,-9.71445146547012e-17
"BIH",2013,-9.71445146547012e-17
"BIH",2014,-9.71445146547012e-17
"BIH",2015,-9.71445146547012e-17
"BIH",2016,-9.71445146547012e-17
"BIH",2017,-9.71445146547012e-17
"BIH",2018,-9.71445146547012e-17
"BIH",2019,-9.71445146547012e-17
"BIH",2020,-9.71445146547012e-17
"BLR",2011,0.341772151898734
"BLR",2012,0.341772151898734
"BLR",2013,0.341772151898734
"BLR",2014,0.341772151898734
"BLR",2015,0.341772151898734
"BLR",2016,0.341772151898734
"BLR",2017,0.341772151898734
"BLR",2018,0.341772151898734
"BLR",2019,0.341772151898734
"BLR",2020,0.341772151898734
"BLZ",2011,0
"BLZ",2012,0
"BLZ",2013,0
"BLZ",2014,0
"BLZ",2015,0
"BLZ",2016,0
"BLZ",2017,0
"BLZ",2018,0
"BLZ",2019,0
"BLZ",2020,0
"BOL",2011,-2.77555756156289e-17
"BOL",2012,-2.77555756156289e-17
"BOL",2013,-2.77555756156289e-17
"BOL",2014,-2.77555756156289e-17
"BOL",2015,-2.77555756156289e-17
"BOL",2016,-2.77555756156289e-17
"BOL",2017,-2.77555756156289e-17
"BOL",2018,-2.77555756156289e-17
"BOL",2019,-2.77555756156289e-17
"BOL",2020,-2.77555756156289e-17
"BRA",2011,0.379954049396898
"BRA",2012,0.379954049396898
"BRA",2013,0.379954049396898
"BRA",2014,0.379954049396898
"BRA",2015,0.379954049396898
"BRA",2016,0.379954049396898
"BRA",2017,0.379954049396898
"BRA",2018,0.379954049396898
"BRA",2019,0.379954049396898
"BRA",2020,0.379954049396898
"BRB",2011,6.93889390390723e-17
"BRB",2012,6.93889390390723e-17
"BRB",2013,6.93889390390723e-17
"BRB",2014,6.93889390390723e-17
"BRB",2015,6.93889390390723e-17
"BRB",2016,6.93889390390723e-17
"BRB",2017,6.93889390390723e-17
"BRB",2018,6.93889390390723e-17
"BRB",2019,6.93889390390723e-17
"BRB",2020,6.93889390390723e-17
"BTN",2011,0
"BTN",2012,0
"BTN",2013,0
"BTN",2014,0
"BTN",2015,0
"BTN",2016,0
"BTN",2017,0
"BTN",2018,0
"BTN",2019,0
"BTN",2020,0
"BWA",2011,-2.77555756156289e-17
"BWA",2012,-2.77555756156289e-17
"BWA",2013,-2.77555756156289e-17
"BWA",2014,-2.77555756156289e-17
"BWA",2015,-2.77555756156289e-17
"BWA",2016,-2.77555756156289e-17
"BWA",2017,-2.77555756156289e-17
"BWA",2018,-2.77555756156289e-17
"BWA",2019,-2.77555756156289e-17
"BWA",2020,-2.77555756156289e-17
"CAF",2011,0.547649860311287
"CAF",2012,0.547649860311287
"CAF",2013,0.547649860311287
"CAF",2014,0.547649860311287
"CAF",2015,0.547649860311287
"CAF",2016,0.547649860311287
"CAF",2017,0.547649860311287
"CAF",2018,0.547649860311287
"CAF",2019,0.547649860311287
"CAF",2020,0.547649860311287
"CAN",2011,0.0297012302284712
"CAN",2012,0.0297012302284712
"CAN",2013,0.0297012302284712
"CAN",2014,0.0297012302284712
"CAN",2015,0.0297012302284712
"CAN",2016,0.0297012302284712
"CAN",2017,0.0297012302284712
"CAN",2018,0.0297012302284712
"CAN",2019,0.0297012302284712
"CAN",2020,0.0297012302284712
"CHE",2011,0
"CHE",2012,0
"CHE",2013,0
"CHE",2014,0
"CHE",2015,0
"CHE",2016,0
"CHE",2017,0
"CHE",2018,0
"CHE",2019,0
"CHE",2020,0
"CHL",2011,0.0404676258992807
"CHL",2012,0.0404676258992807
"CHL",2013,0.0404676258992807
"CHL",2014,0.0404676258992807
"CHL",2015,0.0404676258992807
"CHL",2016,0.0404676258992807
"CHL",2017,0.0404676258992807
"CHL",2018,0.0404676258992807
"CHL",2019,0.0404676258992807
"CHL",2020,0.0404676258992807
"CHN",2011,0
"CHN",2012,0
"CHN",2013,0
"CHN",2014,0
"CHN",2015,0
"CHN",2016,0
"CHN",2017,0
"CHN",2018,0
"CHN",2019,0
"CHN",2020,0
"CMR",2011,0
"CMR",2012,0
"CMR",2013,0
"CMR",2014,0
"CMR",2015,0
"CMR",2016,0
"CMR",2017,0
"CMR",2018,0
"CMR",2019,0
"CMR",2020,0
"COL",2011,-8.32667268468867e-17
"COL",2012,-8.32667268468867e-17
"COL",2013,-8.32667268468867e-17
"COL",2014,-8.32667268468867e-17
"COL",2015,-8.32667268468867e-17
"COL",2016,-8.32667268468867e-17
"COL",2017,-8.32667268468867e-17
"COL",2018,-8.32667268468867e-17
"COL",2019,-8.32667268468867e-17
"COL",2020,-8.32667268468867e-17
"COM",2011,0.252920130236952
"COM",2012,0.252920130236952
"COM",2013,0.252920130236952
"COM",2014,0.252920130236952
"COM",2015,0.252920130236952
"COM",2016,0.252920130236952
"COM",2017,0.252920130236952
"COM",2018,0.252920130236952
"COM",2019,0.252920130236952
"COM",2020,0.252920130236952
"CPV",2011,0
"CPV",2012,0
"CPV",2013,0
"CPV",2014,0
"CPV",2015,0
"CPV",2016,0
"CPV",2017,0
"CPV",2018,0
"CPV",2019,0
"CPV",2020,0
"CRI",2011,0.287375089002922
"CRI",2012,0.287375089002922
"CRI",2013,0.287375089002922
"CRI",2014,0.287375089002922
"CRI",2015,0.287375089002922
"CRI",2016,0.287375089002922
"CRI",2017,0.287375089002922
"CRI",2018,0.287375089002922
"CRI",2019,0.287375089002922
"CRI",2020,0.287375089002922
"CUB",2011,0.135876042908224
"CUB",2012,0.135876042908224
"CUB",2013,0.135876042908224
"CUB",2014,0.135876042908224
"CUB",2015,0.135876042908224
"CUB",2016,0.135876042908224
"CUB",2017,0.135876042908224
"CUB",2018,0.135876042908224
"CUB",2019,0.135876042908224
"CUB",2020,0.135876042908224
"CYP",2011,0.204099559829106
"CYP",2012,0.204099559829106
"CYP",2013,0.204099559829106
"CYP",2014,0.204099559829106
"CYP",2015,0.204099559829106
"CYP",2016,0.204099559829106
"CYP",2017,0.204099559829106
"CYP",2018,0.204099559829106
"CYP",2019,0.204099559829106
"CYP",2020,0.204099559829106
"DEU",2011,0
"DEU",2012,0
"DEU",2013,0
"DEU",2014,0
"DEU",2015,0
"DEU",2016,0
"DEU",2017,0
"DEU",2018,0
"DEU",2019,0
"DEU",2020,0
"DJI",2011,0.285198547255043
"DJI",2012,0.285198547255043
"DJI",2013,0.285198547255043
"DJI",2014,0.285198547255043
"DJI",2015,0.285198547255043
"DJI",2016,0.285198547255043
"DJI",2017,0.285198547255043
"DJI",2018,0.285198547255043
"DJI",2019,0.285198547255043
"DJI",2020,0.285198547255043
"DNK",2011,0
"DNK",2012,0
"DNK",2013,0
"DNK",2014,0
"DNK",2015,0
"DNK",2016,0
"DNK",2017,0
"DNK",2018,0
"DNK",2019,0
"DNK",2020,0
"DOM",2011,0.903981264637002
"DOM",2012,0.903981264637002
"DOM",2013,0.903981264637002
"DOM",2014,0.903981264637002
"DOM",2015,0.903981264637002
"DOM",2016,0.903981264637002
"DOM",2017,0.903981264637002
"DOM",2018,0.903981264637002
"DOM",2019,0.903981264637002
"DOM",2020,0.903981264637002
"DZA",2011,0.457692307692308
"DZA",2012,0.457692307692308
"DZA",2013,0.457692307692308
"DZA",2014,0.457692307692308
"DZA",2015,0.457692307692308
"DZA",2016,0.457692307692308
"DZA",2017,0.457692307692308
"DZA",2018,0.457692307692308
"DZA",2019,0.457692307692308
"DZA",2020,0.457692307692308
"ECU",2011,0.0967102562808507
"ECU",2012,0.0967102562808507
"ECU",2013,0.0967102562808507
"ECU",2014,0.0967102562808507
"ECU",2015,0.0967102562808507
"ECU",2016,0.0967102562808507
"ECU",2017,0.0967102562808507
"ECU",2018,0.0967102562808507
"ECU",2019,0.0967102562808507
"ECU",2020,0.0967102562808507
"ESP",2011,0
"ESP",2012,0
"ESP",2013,0
"ESP",2014,0
"ESP",2015,0
"ESP",2016,0
"ESP",2017,0
"ESP",2018,0
"ESP",2019,0
"ESP",2020,0
"EST",2011,0
"EST",2012,0
"EST",2013,0
"EST",2014,0
"EST",2015,0
"EST",2016,0
"EST",2017,0
"EST",2018,0
"EST",2019,0
"EST",2020,0
"ETH",2011,1
"ETH",2012,1
"ETH",2013,1
"ETH",2014,1
"ETH",2015,1
"ETH",2016,1
"ETH",2017,1
"ETH",2018,1
"ETH",2019,1
"ETH",2020,1
"FIN",2011,0
"FIN",2012,0
"FIN",2013,0
"FIN",2014,0
"FIN",2015,0
"FIN",2016,0
"FIN",2017,0
"FIN",2018,0
"FIN",2019,0
"FIN",2020,0
"FJI",2011,0.253018842926475
"FJI",2012,0.253018842926475
"FJI",2013,0.253018842926475
"FJI",2014,0.253018842926475
"FJI",2015,0.253018842926475
"FJI",2016,0.253018842926475
"FJI",2017,0.253018842926475
"FJI",2018,0.253018842926475
"FJI",2019,0.253018842926475
"FJI",2020,0.253018842926475
"FRA",2011,0.0575
"FRA",2012,0.0575
"FRA",2013,0.0575
"FRA",2014,0.0575
"FRA",2015,0.0575
"FRA",2016,0.0575
"FRA",2017,0.0575
"FRA",2018,0.0575
"FRA",2019,0.0575
"FRA",2020,0.0575
"GAB",2011,0.249606587162643
"GAB",2012,0.249606587162643
"GAB",2013,0.249606587162643
"GAB",2014,0.249606587162643
"GAB",2015,0.249606587162643
"GAB",2016,0.249606587162643
"GAB",2017,0.249606587162643
"GAB",2018,0.249606587162643
"GAB",2019,0.249606587162643
"GAB",2020,0.249606587162643
"GEO",2011,0.287433616236407
"GEO",2012,0.287433616236407
"GEO",2013,0.287433616236407
"GEO",2014,0.287433616236407
"GEO",2015,0.287433616236407
"GEO",2016,0.287433616236407
"GEO",2017,0.287433616236407
"GEO",2018,0.287433616236407
"GEO",2019,0.287433616236407
"GEO",2020,0.287433616236407
"GHA",2011,0.9
"GHA",2012,0.9
"GHA",2013,0.9
"GHA",2014,0.9
"GHA",2015,0.9
"GHA",2016,0.9
"GHA",2017,0.9
"GHA",2018,0.9
"GHA",2019,0.9
"GHA",2020,0.9
"GIN",2011,0.861407881157327
"GIN",2012,0.861407881157327
"GIN",2013,0.861407881157327
"GIN",2014,0.861407881157327
"GIN",2015,0.861407881157327
"GIN",2016,0.861407881157327
"GIN",2017,0.861407881157327
"GIN",2018,0.861407881157327
"GIN",2019,0.861407881157327
"GIN",2020,0.861407881157327
"GNB",2011,0.351448963515249
"GNB",2012,0.351448963515249
"GNB",2013,0.351448963515249
"GNB",2014,0.351448963515249
"GNB",2015,0.351448963515249
"GNB",2016,0.351448963515249
"GNB",2017,0.351448963515249
"GNB",2018,0.351448963515249
"GNB",2019,0.351448963515249
"GNB",2020,0.351448963515249
"GNQ",2011,0.165352216689125
"GNQ",2012,0.165352216689125
"GNQ",2013,0.165352216689125
"GNQ",2014,0.165352216689125
"GNQ",2015,0.165352216689125
"GNQ",2016,0.165352216689125
"GNQ",2017,0.165352216689125
"GNQ",2018,0.165352216689125
"GNQ",2019,0.165352216689125
"GNQ",2020,0.165352216689125
"GRC",2011,0.394811462943997
"GRC",2012,0.394811462943997
"GRC",2013,0.394811462943997
"GRC",2014,0.394811462943997
"GRC",2015,0.394811462943997
"GRC",2016,0.394811462943997
"GRC",2017,0.394811462943997
"GRC",2018,0.394811462943997
"GRC",2019,0.394811462943997
"GRC",2020,0.394811462943997
"GTM",2011,0.624335902577767
"GTM",2012,0.624335902577767
"GTM",2013,0.624335902577767
"GTM",2014,0.624335902577767
"GTM",2015,0.624335902577767
"GTM",2016,0.624335902577767
"GTM",2017,0.624335902577767
"GTM",2018,0.624335902577767
"GTM",2019,0.624335902577767
"GTM",2020,0.624335902577767
"GUY",2011,0.225643555174748
"GUY",2012,0.225643555174748
"GUY",2013,0.225643555174748
"GUY",2014,0.225643555174748
"GUY",2015,0.225643555174748
"GUY",2016,0.225643555174748
"GUY",2017,0.225643555174748
"GUY",2018,0.225643555174748
"GUY",2019,0.225643555174748
"GUY",2020,0.225643555174748
"HND",2011,-5.55111512312578e-17
"HND",2012,-5.55111512312578e-17
"HND",2013,-5.55111512312578e-17
"HND",2014,-5.55111512312578e-17
"HND",2015,-5.55111512312578e-17
"HND",2016,-5.55111512312578e-17
"HND",2017,-5.55111512312578e-17
"HND",2018,-5.55111512312578e-17
"HND",2019,-5.55111512312578e-17
"HND",2020,-5.55111512312578e-17
"HRV",2011,0.186642268984447
"HRV",2012,0.186642268984447
"HRV",2013,0.186642268984447
"HRV",2014,0.186642268984447
"HRV",2015,0.186642268984447
"HRV",2016,0.186642268984447
"HRV",2017,0.186642268984447
"HRV",2018,0.186642268984447
"HRV",2019,0.186642268984447
"HRV",2020,0.186642268984447
"HTI",2011,0.656186269775836
"HTI",2012,0.656186269775836
"HTI",2013,0.656186269775836
"HTI",2014,0.656186269775836
"HTI",2015,0.656186269775836
"HTI",2016,0.656186269775836
"HTI",2017,0.656186269775836
"HTI",2018,0.656186269775836
"HTI",2019,0.656186269775836
"HTI",2020,0.656186269775836
"HUN",2011,0.0045828610851032
"HUN",2012,0.0045828610851032
"HUN",2013,0.0045828610851032
"HUN",2014,0.0045828610851032
"HUN",2015,0.0045828610851032
"HUN",2016,0.0045828610851032
"HUN",2017,0.0045828610851032
"HUN",2018,0.0045828610851032
"HUN",2019,0.0045828610851032
"HUN",2020,0.0045828610851032
"IDN",2011,0.657667727006478
"IDN",2012,0.657667727006478
"IDN",2013,0.657667727006478
"IDN",2014,0.657667727006478
"IDN",2015,0.657667727006478
"IDN",2016,0.657667727006478
"IDN",2017,0.657667727006478
"IDN",2018,0.657667727006478
"IDN",2019,0.657667727006478
"IDN",2020,0.657667727006478
"IND",2011,0.714174757281553
"IND",2012,0.714174757281553
"IND",2013,0.714174757281553
"IND",2014,0.714174757281553
"IND",2015,0.714174757281553
"IND",2016,0.714174757281553
"IND",2017,0.714174757281553
"IND",2018,0.714174757281553
"IND",2019,0.714174757281553
"IND",2020,0.714174757281553
"IRL",2011,0.033205619412516
"IRL",2012,0.033205619412516
"IRL",2013,0.033205619412516
"IRL",2014,0.033205619412516
"IRL",2015,0.033205619412516
"IRL",2016,0.033205619412516
"IRL",2017,0.033205619412516
"IRL",2018,0.033205619412516
"IRL",2019,0.033205619412516
"IRL",2020,0.033205619412516
"IRQ",2011,0.172857142857143
"IRQ",2012,0.172857142857143
"IRQ",2013,0.172857142857143
"IRQ",2014,0.172857142857143
"IRQ",2015,0.172857142857143
"IRQ",2016,0.172857142857143
"IRQ",2017,0.172857142857143
"IRQ",2018,0.172857142857143
"IRQ",2019,0.172857142857143
"IRQ",2020,0.172857142857143
"ISL",2011,0.144437341796239
"ISL",2012,0.144437341796239
"ISL",2013,0.144437341796239
"ISL",2014,0.144437341796239
"ISL",2015,0.144437341796239
"ISL",2016,0.144437341796239
"ISL",2017,0.144437341796239
"ISL",2018,0.144437341796239
"ISL",2019,0.144437341796239
"ISL",2020,0.144437341796239
"ISR",2011,0
"ISR",2012,0
"ISR",2013,0
"ISR",2014,0
"ISR",2015,0
"ISR",2016,0
"ISR",2017,0
"ISR",2018,0
"ISR",2019,0
"ISR",2020,0
"ITA",2011,0
"ITA",2012,0
"ITA",2013,0
"ITA",2014,0
"ITA",2015,0
"ITA",2016,0
"ITA",2017,0
"ITA",2018,0
"ITA",2019,0
"ITA",2020,0
"JAM",2011,0.301945428869406
"JAM",2012,0.301945428869406
"JAM",2013,0.301945428869406
"JAM",2014,0.301945428869406
"JAM",2015,0.301945428869406
"JAM",2016,0.301945428869406
"JAM",2017,0.301945428869406
"JAM",2018,0.301945428869406
"JAM",2019,0.301945428869406
"JAM",2020,0.301945428869406
"JOR",2011,0.185754781452454
"JOR",2012,0.185754781452454
"JOR",2013,0.185754781452454
"JOR",2014,0.185754781452454
"JOR",2015,0.185754781452454
"JOR",2016,0.185754781452454
"JOR",2017,0.185754781452454
"JOR",2018,0.185754781452454
"JOR",2019,0.185754781452454
"JOR",2020,0.185754781452454
"JPN",2011,0.290017720023627
"JPN",2012,0.290017720023627
"JPN",2013,0.290017720023627
"JPN",2014,0.290017720023627
"JPN",2015,0.290017720023627
"JPN",2016,0.290017720023627
"JPN",2017,0.290017720023627
"JPN",2018,0.290017720023627
"JPN",2019,0.290017720023627
"JPN",2020,0.290017720023627
"KAZ",2011,0
"KAZ",2012,0
"KAZ",2013,0
"KAZ",2014,0
"KAZ",2015,0
"KAZ",2016,0
"KAZ",2017,0
"KAZ",2018,0
"KAZ",2019,0
"KAZ",2020,0
"KEN",2011,1
"KEN",2012,1
"KEN",2013,1
"KEN",2014,1
"KEN",2015,1
"KEN",2016,1
"KEN",2017,1
"KEN",2018,1
"KEN",2019,1
"KEN",2020,1
"KHM",2011,0.998582972192983
"KHM",2012,0.998582972192983
"KHM",2013,0.998582972192983
"KHM",2014,0.998582972192983
"KHM",2015,0.998582972192983
"KHM",2016,0.998582972192983
"KHM",2017,0.998582972192983
"KHM",2018,0.998582972192983
"KHM",2019,0.998582972192983
"KHM",2020,0.998582972192983
"KWT",2011,0
"KWT",2012,0
"KWT",2013,0
"KWT",2014,0
"KWT",2015,0
"KWT",2016,0
"KWT",2017,0
"KWT",2018,0
"KWT",2019,0
"KWT",2020,0
"LBN",2011,0.667741935483871
"LBN",2012,0.667741935483871
"LBN",2013,0.667741935483871
"LBN",2014,0.667741935483871
"LBN",2015,0.667741935483871
"LBN",2016,0.667741935483871
"LBN",2017,0.667741935483871
"LBN",2018,0.667741935483871
"LBN",2019,0.667741935483871
"LBN",2020,0.667741935483871
"LBR",2011,0.536125172996754
"LBR",2012,0.536125172996754
"LBR",2013,0.536125172996754
"LBR",2014,0.536125172996754
"LBR",2015,0.536125172996754
"LBR",2016,0.536125172996754
"LBR",2017,0.536125172996754
"LBR",2018,0.536125172996754
"LBR",2019,0.536125172996754
"LBR",2020,0.536125172996754
"LBY",2011,0.668650793650794
"LBY",2012,0.668650793650794
"LBY",2013,0.668650793650794
"LBY",2014,0.668650793650794
"LBY",2015,0.668650793650794
"LBY",2016,0.668650793650794
"LBY",2017,0.668650793650794
"LBY",2018,0.668650793650794
"LBY",2019,0.668650793650794
"LBY",2020,0.668650793650794
"LKA",2011,0.726028189838088
"LKA",2012,0.726028189838088
"LKA",2013,0.726028189838088
"LKA",2014,0.726028189838088
"LKA",2015,0.726028189838088
"LKA",2016,0.726028189838088
"LKA",2017,0.726028189838088
"LKA",2018,0.726028189838088
"LKA",2019,0.726028189838088
"LKA",2020,0.726028189838088
"LSO",2011,0.363608783636556
"LSO",2012,0.363608783636556
"LSO",2013,0.363608783636556
"LSO",2014,0.363608783636556
"LSO",2015,0.363608783636556
"LSO",2016,0.363608783636556
"LSO",2017,0.363608783636556
"LSO",2018,0.363608783636556
"LSO",2019,0.363608783636556
"LSO",2020,0.363608783636556
"LTU",2011,0.0929635336414998
"LTU",2012,0.0929635336414998
"LTU",2013,0.0929635336414998
"LTU",2014,0.0929635336414998
"LTU",2015,0.0929635336414998
"LTU",2016,0.0929635336414998
"LTU",2017,0.0929635336414998
"LTU",2018,0.0929635336414998
"LTU",2019,0.0929635336414998
"LTU",2020,0.0929635336414998
"LUX",2011,0
"LUX",2012,0
"LUX",2013,0
"LUX",2014,0
"LUX",2015,0
"LUX",2016,0
"LUX",2017,0
"LUX",2018,0
"LUX",2019,0
"LUX",2020,0
"LVA",2011,0.0669047418700662
"LVA",2012,0.0669047418700662
"LVA",2013,0.0669047418700662
"LVA",2014,0.0669047418700662
"LVA",2015,0.0669047418700662
"LVA",2016,0.0669047418700662
"LVA",2017,0.0669047418700662
"LVA",2018,0.0669047418700662
"LVA",2019,0.0669047418700662
"LVA",2020,0.0669047418700662
"MAR",2011,0.213598341198638
"MAR",2012,0.213598341198638
"MAR",2013,0.213598341198638
"MAR",2014,0.213598341198638
"MAR",2015,0.213598341198638
"MAR",2016,0.213598341198638
"MAR",2017,0.213598341198638
"MAR",2018,0.213598341198638
"MAR",2019,0.213598341198638
"MAR",2020,0.213598341198638
"MDG",2011,1
"MDG",2012,1
"MDG",2013,1
"MDG",2014,1
"MDG",2015,1
"MDG",2016,1
"MDG",2017,1
"MDG",2018,1
"MDG",2019,1
"MDG",2020,1
"MDV",2011,0
"MDV",2012,0
"MDV",2013,0
"MDV",2014,0
"MDV",2015,0
"MDV",2016,0
"MDV",2017,0
"MDV",2018,0
"MDV",2019,0
"MDV",2020,0
"MEX",2011,0.0738998062551894
"MEX",2012,0.0738998062551894
"MEX",2013,0.0738998062551894
"MEX",2014,0.0738998062551894
"MEX",2015,0.0738998062551894
"MEX",2016,0.0738998062551894
"MEX",2017,0.0738998062551894
"MEX",2018,0.0738998062551894
"MEX",2019,0.0738998062551894
"MEX",2020,0.0738998062551894
"MKD",2011,0
"MKD",2012,0
"MKD",2013,0
"MKD",2014,0
"MKD",2015,0
"MKD",2016,0
"MKD",2017,0
"MKD",2018,0
"MKD",2019,0
"MKD",2020,0
"MLI",2011,0.629777859859337
"MLI",2012,0.629777859859337
"MLI",2013,0.629777859859337
"MLI",2014,0.629777859859337
"MLI",2015,0.629777859859337
"MLI",2016,0.629777859859337
"MLI",2017,0.629777859859337
"MLI",2018,0.629777859859337
"MLI",2019,0.629777859859337
"MLI",2020,0.629777859859337
"MLT",2011,0.430746705043334
"MLT",2012,0.430746705043334
"MLT",2013,0.430746705043334
"MLT",2014,0.430746705043334
"MLT",2015,0.430746705043334
"MLT",2016,0.430746705043334
"MLT",2017,0.430746705043334
"MLT",2018,0.430746705043334
"MLT",2019,0.430746705043334
"MLT",2020,0.430746705043334
"MMR",2011,1
"MMR",2012,1
"MMR",2013,1
"MMR",2014,1
"MMR",2015,1
"MMR",2016,1
"MMR",2017,1
"MMR",2018,1
"MMR",2019,1
"MMR",2020,1
"MNE",2011,0
"MNE",2012,0
"MNE",2013,0
"MNE",2014,0
"MNE",2015,0
"MNE",2016,0
"MNE",2017,0
"MNE",2018,0
"MNE",2019,0
"MNE",2020,0
"MNG",2011,-1.11022302462516e-16
"MNG",2012,-1.11022302462516e-16
"MNG",2013,-1.11022302462516e-16
"MNG",2014,-1.11022302462516e-16
"MNG",2015,-1.11022302462516e-16
"MNG",2016,-1.11022302462516e-16
"MNG",2017,-1.11022302462516e-16
"MNG",2018,-1.11022302462516e-16
"MNG",2019,-1.11022302462516e-16
"MNG",2020,-1.11022302462516e-16
"MOZ",2011,1
"MOZ",2012,1
"MOZ",2013,1
"MOZ",2014,1
"MOZ",2015,1
"MOZ",2016,1
"MOZ",2017,1
"MOZ",2018,1
"MOZ",2019,1
"MOZ",2020,1
"MRT",2011,-6.93889390390723e-18
"MRT",2012,-6.93889390390723e-18
"MRT",2013,-6.93889390390723e-18
"MRT",2014,-6.93889390390723e-18
"MRT",2015,-6.93889390390723e-18
"MRT",2016,-6.93889390390723e-18
"MRT",2017,-6.93889390390723e-18
"MRT",2018,-6.93889390390723e-18
"MRT",2019,-6.93889390390723e-18
"MRT",2020,-6.93889390390723e-18
"MUS",2011,0
"MUS",2012,0
"MUS",2013,0
"MUS",2014,0
"MUS",2015,0
"MUS",2016,0
"MUS",2017,0
"MUS",2018,0
"MUS",2019,0
"MUS",2020,0
"MWI",2011,1
"MWI",2012,1
"MWI",2013,1
"MWI",2014,1
"MWI",2015,1
"MWI",2016,1
"MWI",2017,1
"MWI",2018,1
"MWI",2019,1
"MWI",2020,1
"MYS",2011,0.384196829903005
"MYS",2012,0.384196829903005
