,Nation,iso_code3,Year,fuelefficiency_trns_rail_freight_hydrogen_km_per_litre
0,Aruba,ABW,2023,0.04692030456
1,Aruba,ABW,2024,0.04692030456
2,Aruba,ABW,2025,0.04692030456
3,Aruba,ABW,2026,0.04692030456
4,Aruba,ABW,2027,0.04692030456
5,Aruba,ABW,2028,0.04692030456
6,Aruba,ABW,2029,0.04692030456
7,Aruba,ABW,2030,0.04692030456
8,Aruba,ABW,2031,0.04692030456
9,Aruba,ABW,2032,0.04692030456
10,Aruba,ABW,2033,0.04692030456
11,Aruba,ABW,2034,0.04692030456
12,Aruba,ABW,2035,0.04692030456
13,Aruba,ABW,2036,0.04692030456
14,Aruba,ABW,2037,0.04692030456
15,Aruba,ABW,2038,0.04692030456
16,Aruba,ABW,2039,0.04692030456
17,Aruba,ABW,2040,0.04692030456
18,Aruba,ABW,2041,0.04692030456
19,Aruba,ABW,2042,0.04692030456
20,Aruba,ABW,2043,0.04692030456
21,Aruba,ABW,2044,0.04692030456
22,Aruba,ABW,2045,0.04692030456
23,Aruba,ABW,2046,0.04692030456
24,Aruba,ABW,2047,0.04692030456
25,Aruba,ABW,2048,0.04692030456
26,Aruba,ABW,2049,0.04692030456
27,Aruba,ABW,2050,0.04692030456
28,Africa Eastern and Southern,AFE,2023,0.04692030456
29,Africa Eastern and Southern,AFE,2024,0.04692030456
30,Africa Eastern and Southern,AFE,2025,0.04692030456
31,Africa Eastern and Southern,AFE,2026,0.04692030456
32,Africa Eastern and Southern,AFE,2027,0.04692030456
33,Africa Eastern and Southern,AFE,2028,0.04692030456
34,Africa Eastern and Southern,AFE,2029,0.04692030456
35,Africa Eastern and Southern,AFE,2030,0.04692030456
36,Africa Eastern and Southern,AFE,2031,0.04692030456
37,Africa Eastern and Southern,AFE,2032,0.04692030456
38,Africa Eastern and Southern,AFE,2033,0.04692030456
39,Africa Eastern and Southern,AFE,2034,0.04692030456
40,Africa Eastern and Southern,AFE,2035,0.04692030456
41,Africa Eastern and Southern,AFE,2036,0.04692030456
42,Africa Eastern and Southern,AFE,2037,0.04692030456
43,Africa Eastern and Southern,AFE,2038,0.04692030456
44,Africa Eastern and Southern,AFE,2039,0.04692030456
45,Africa Eastern and Southern,AFE,2040,0.04692030456
46,Africa Eastern and Southern,AFE,2041,0.04692030456
47,Africa Eastern and Southern,AFE,2042,0.04692030456
48,Africa Eastern and Southern,AFE,2043,0.04692030456
49,Africa Eastern and Southern,AFE,2044,0.04692030456
50,Africa Eastern and Southern,AFE,2045,0.04692030456
51,Africa Eastern and Southern,AFE,2046,0.04692030456
52,Africa Eastern and Southern,AFE,2047,0.04692030456
53,Africa Eastern and Southern,AFE,2048,0.04692030456
54,Africa Eastern and Southern,AFE,2049,0.04692030456
55,Africa Eastern and Southern,AFE,2050,0.04692030456
56,Afghanistan,AFG,2023,0.04692030456
57,Afghanistan,AFG,2024,0.04692030456
58,Afghanistan,AFG,2025,0.04692030456
59,Afghanistan,AFG,2026,0.04692030456
60,Afghanistan,AFG,2027,0.04692030456
61,Afghanistan,AFG,2028,0.04692030456
62,Afghanistan,AFG,2029,0.04692030456
63,Afghanistan,AFG,2030,0.04692030456
64,Afghanistan,AFG,2031,0.04692030456
65,Afghanistan,AFG,2032,0.04692030456
66,Afghanistan,AFG,2033,0.04692030456
67,Afghanistan,AFG,2034,0.04692030456
68,Afghanistan,AFG,2035,0.04692030456
69,Afghanistan,AFG,2036,0.04692030456
70,Afghanistan,AFG,2037,0.04692030456
71,Afghanistan,AFG,2038,0.04692030456
72,Afghanistan,AFG,2039,0.04692030456
73,Afghanistan,AFG,2040,0.04692030456
74,Afghanistan,AFG,2041,0.04692030456
75,Afghanistan,AFG,2042,0.04692030456
76,Afghanistan,AFG,2043,0.04692030456
77,Afghanistan,AFG,2044,0.04692030456
78,Afghanistan,AFG,2045,0.04692030456
79,Afghanistan,AFG,2046,0.04692030456
80,Afghanistan,AFG,2047,0.04692030456
81,Afghanistan,AFG,2048,0.04692030456
82,Afghanistan,AFG,2049,0.04692030456
83,Afghanistan,AFG,2050,0.04692030456
84,Africa Western and Central,AFW,2023,0.04692030456
85,Africa Western and Central,AFW,2024,0.04692030456
86,Africa Western and Central,AFW,2025,0.04692030456
87,Africa Western and Central,AFW,2026,0.04692030456
88,Africa Western and Central,AFW,2027,0.04692030456
89,Africa Western and Central,AFW,2028,0.04692030456
90,Africa Western and Central,AFW,2029,0.04692030456
91,Africa Western and Central,AFW,2030,0.04692030456
92,Africa Western and Central,AFW,2031,0.04692030456
93,Africa Western and Central,AFW,2032,0.04692030456
94,Africa Western and Central,AFW,2033,0.04692030456
95,Africa Western and Central,AFW,2034,0.04692030456
96,Africa Western and Central,AFW,2035,0.04692030456
97,Africa Western and Central,AFW,2036,0.04692030456
98,Africa Western and Central,AFW,2037,0.04692030456
99,Africa Western and Central,AFW,2038,0.04692030456
100,Africa Western and Central,AFW,2039,0.04692030456
101,Africa Western and Central,AFW,2040,0.04692030456
102,Africa Western and Central,AFW,2041,0.04692030456
103,Africa Western and Central,AFW,2042,0.04692030456
104,Africa Western and Central,AFW,2043,0.04692030456
105,Africa Western and Central,AFW,2044,0.04692030456
106,Africa Western and Central,AFW,2045,0.04692030456
107,Africa Western and Central,AFW,2046,0.04692030456
108,Africa Western and Central,AFW,2047,0.04692030456
109,Africa Western and Central,AFW,2048,0.04692030456
110,Africa Western and Central,AFW,2049,0.04692030456
111,Africa Western and Central,AFW,2050,0.04692030456
112,Angola,AGO,2023,0.04692030456
113,Angola,AGO,2024,0.04692030456
114,Angola,AGO,2025,0.04692030456
115,Angola,AGO,2026,0.04692030456
116,Angola,AGO,2027,0.04692030456
117,Angola,AGO,2028,0.04692030456
118,Angola,AGO,2029,0.04692030456
119,Angola,AGO,2030,0.04692030456
120,Angola,AGO,2031,0.04692030456
121,Angola,AGO,2032,0.04692030456
122,Angola,AGO,2033,0.04692030456
123,Angola,AGO,2034,0.04692030456
124,Angola,AGO,2035,0.04692030456
125,Angola,AGO,2036,0.04692030456
126,Angola,AGO,2037,0.04692030456
127,Angola,AGO,2038,0.04692030456
128,Angola,AGO,2039,0.04692030456
129,Angola,AGO,2040,0.04692030456
130,Angola,AGO,2041,0.04692030456
131,Angola,AGO,2042,0.04692030456
132,Angola,AGO,2043,0.04692030456
133,Angola,AGO,2044,0.04692030456
134,Angola,AGO,2045,0.04692030456
135,Angola,AGO,2046,0.04692030456
136,Angola,AGO,2047,0.04692030456
137,Angola,AGO,2048,0.04692030456
138,Angola,AGO,2049,0.04692030456
139,Angola,AGO,2050,0.04692030456
140,Albania,ALB,2023,0.04692030456
141,Albania,ALB,2024,0.04692030456
142,Albania,ALB,2025,0.04692030456
143,Albania,ALB,2026,0.04692030456
144,Albania,ALB,2027,0.04692030456
145,Albania,ALB,2028,0.04692030456
146,Albania,ALB,2029,0.04692030456
147,Albania,ALB,2030,0.04692030456
148,Albania,ALB,2031,0.04692030456
149,Albania,ALB,2032,0.04692030456
150,Albania,ALB,2033,0.04692030456
151,Albania,ALB,2034,0.04692030456
152,Albania,ALB,2035,0.04692030456
153,Albania,ALB,2036,0.04692030456
154,Albania,ALB,2037,0.04692030456
155,Albania,ALB,2038,0.04692030456
156,Albania,ALB,2039,0.04692030456
157,Albania,ALB,2040,0.04692030456
158,Albania,ALB,2041,0.04692030456
159,Albania,ALB,2042,0.04692030456
160,Albania,ALB,2043,0.04692030456
161,Albania,ALB,2044,0.04692030456
162,Albania,ALB,2045,0.04692030456
163,Albania,ALB,2046,0.04692030456
164,Albania,ALB,2047,0.04692030456
165,Albania,ALB,2048,0.04692030456
166,Albania,ALB,2049,0.04692030456
167,Albania,ALB,2050,0.04692030456
168,Andorra,AND,2023,0.04692030456
169,Andorra,AND,2024,0.04692030456
170,Andorra,AND,2025,0.04692030456
171,Andorra,AND,2026,0.04692030456
172,Andorra,AND,2027,0.04692030456
173,Andorra,AND,2028,0.04692030456
174,Andorra,AND,2029,0.04692030456
175,Andorra,AND,2030,0.04692030456
176,Andorra,AND,2031,0.04692030456
177,Andorra,AND,2032,0.04692030456
178,Andorra,AND,2033,0.04692030456
179,Andorra,AND,2034,0.04692030456
180,Andorra,AND,2035,0.04692030456
181,Andorra,AND,2036,0.04692030456
182,Andorra,AND,2037,0.04692030456
183,Andorra,AND,2038,0.04692030456
184,Andorra,AND,2039,0.04692030456
185,Andorra,AND,2040,0.04692030456
186,Andorra,AND,2041,0.04692030456
187,Andorra,AND,2042,0.04692030456
188,Andorra,AND,2043,0.04692030456
189,Andorra,AND,2044,0.04692030456
190,Andorra,AND,2045,0.04692030456
191,Andorra,AND,2046,0.04692030456
192,Andorra,AND,2047,0.04692030456
193,Andorra,AND,2048,0.04692030456
194,Andorra,AND,2049,0.04692030456
195,Andorra,AND,2050,0.04692030456
196,Arab World,ARB,2023,0.04692030456
197,Arab World,ARB,2024,0.04692030456
198,Arab World,ARB,2025,0.04692030456
199,Arab World,ARB,2026,0.04692030456
200,Arab World,ARB,2027,0.04692030456
201,Arab World,ARB,2028,0.04692030456
202,Arab World,ARB,2029,0.04692030456
203,Arab World,ARB,2030,0.04692030456
204,Arab World,ARB,2031,0.04692030456
205,Arab World,ARB,2032,0.04692030456
206,Arab World,ARB,2033,0.04692030456
207,Arab World,ARB,2034,0.04692030456
208,Arab World,ARB,2035,0.04692030456
209,Arab World,ARB,2036,0.04692030456
210,Arab World,ARB,2037,0.04692030456
211,Arab World,ARB,2038,0.04692030456
212,Arab World,ARB,2039,0.04692030456
213,Arab World,ARB,2040,0.04692030456
214,Arab World,ARB,2041,0.04692030456
215,Arab World,ARB,2042,0.04692030456
216,Arab World,ARB,2043,0.04692030456
217,Arab World,ARB,2044,0.04692030456
218,Arab World,ARB,2045,0.04692030456
219,Arab World,ARB,2046,0.04692030456
220,Arab World,ARB,2047,0.04692030456
221,Arab World,ARB,2048,0.04692030456
222,Arab World,ARB,2049,0.04692030456
223,Arab World,ARB,2050,0.04692030456
224,United Arab Emirates,ARE,2023,0.04692030456
225,United Arab Emirates,ARE,2024,0.04692030456
226,United Arab Emirates,ARE,2025,0.04692030456
227,United Arab Emirates,ARE,2026,0.04692030456
228,United Arab Emirates,ARE,2027,0.04692030456
229,United Arab Emirates,ARE,2028,0.04692030456
230,United Arab Emirates,ARE,2029,0.04692030456
231,United Arab Emirates,ARE,2030,0.04692030456
232,United Arab Emirates,ARE,2031,0.04692030456
233,United Arab Emirates,ARE,2032,0.04692030456
234,United Arab Emirates,ARE,2033,0.04692030456
235,United Arab Emirates,ARE,2034,0.04692030456
236,United Arab Emirates,ARE,2035,0.04692030456
237,United Arab Emirates,ARE,2036,0.04692030456
238,United Arab Emirates,ARE,2037,0.04692030456
239,United Arab Emirates,ARE,2038,0.04692030456
240,United Arab Emirates,ARE,2039,0.04692030456
241,United Arab Emirates,ARE,2040,0.04692030456
242,United Arab Emirates,ARE,2041,0.04692030456
243,United Arab Emirates,ARE,2042,0.04692030456
244,United Arab Emirates,ARE,2043,0.04692030456
245,United Arab Emirates,ARE,2044,0.04692030456
246,United Arab Emirates,ARE,2045,0.04692030456
247,United Arab Emirates,ARE,2046,0.04692030456
248,United Arab Emirates,ARE,2047,0.04692030456
249,United Arab Emirates,ARE,2048,0.04692030456
250,United Arab Emirates,ARE,2049,0.04692030456
251,United Arab Emirates,ARE,2050,0.04692030456
252,Argentina,ARG,2023,0.04692030456
253,Argentina,ARG,2024,0.04692030456
254,Argentina,ARG,2025,0.04692030456
255,Argentina,ARG,2026,0.04692030456
256,Argentina,ARG,2027,0.04692030456
257,Argentina,ARG,2028,0.04692030456
258,Argentina,ARG,2029,0.04692030456
259,Argentina,ARG,2030,0.04692030456
260,Argentina,ARG,2031,0.04692030456
261,Argentina,ARG,2032,0.04692030456
262,Argentina,ARG,2033,0.04692030456
263,Argentina,ARG,2034,0.04692030456
264,Argentina,ARG,2035,0.04692030456
265,Argentina,ARG,2036,0.04692030456
266,Argentina,ARG,2037,0.04692030456
267,Argentina,ARG,2038,0.04692030456
268,Argentina,ARG,2039,0.04692030456
269,Argentina,ARG,2040,0.04692030456
270,Argentina,ARG,2041,0.04692030456
271,Argentina,ARG,2042,0.04692030456
272,Argentina,ARG,2043,0.04692030456
273,Argentina,ARG,2044,0.04692030456
274,Argentina,ARG,2045,0.04692030456
275,Argentina,ARG,2046,0.04692030456
276,Argentina,ARG,2047,0.04692030456
277,Argentina,ARG,2048,0.04692030456
278,Argentina,ARG,2049,0.04692030456
279,Argentina,ARG,2050,0.04692030456
280,Armenia,ARM,2023,0.04692030456
281,Armenia,ARM,2024,0.04692030456
282,Armenia,ARM,2025,0.04692030456
283,Armenia,ARM,2026,0.04692030456
284,Armenia,ARM,2027,0.04692030456
285,Armenia,ARM,2028,0.04692030456
286,Armenia,ARM,2029,0.04692030456
287,Armenia,ARM,2030,0.04692030456
288,Armenia,ARM,2031,0.04692030456
289,Armenia,ARM,2032,0.04692030456
290,Armenia,ARM,2033,0.04692030456
291,Armenia,ARM,2034,0.04692030456
292,Armenia,ARM,2035,0.04692030456
293,Armenia,ARM,2036,0.04692030456
294,Armenia,ARM,2037,0.04692030456
295,Armenia,ARM,2038,0.04692030456
296,Armenia,ARM,2039,0.04692030456
297,Armenia,ARM,2040,0.04692030456
298,Armenia,ARM,2041,0.04692030456
299,Armenia,ARM,2042,0.04692030456
300,Armenia,ARM,2043,0.04692030456
301,Armenia,ARM,2044,0.04692030456
302,Armenia,ARM,2045,0.04692030456
303,Armenia,ARM,2046,0.04692030456
304,Armenia,ARM,2047,0.04692030456
305,Armenia,ARM,2048,0.04692030456
306,Armenia,ARM,2049,0.04692030456
307,Armenia,ARM,2050,0.04692030456
308,American Samoa,ASM,2023,0.04692030456
309,American Samoa,ASM,2024,0.04692030456
310,American Samoa,ASM,2025,0.04692030456
311,American Samoa,ASM,2026,0.04692030456
312,American Samoa,ASM,2027,0.04692030456
313,American Samoa,ASM,2028,0.04692030456
314,American Samoa,ASM,2029,0.04692030456
315,American Samoa,ASM,2030,0.04692030456
316,American Samoa,ASM,2031,0.04692030456
317,American Samoa,ASM,2032,0.04692030456
318,American Samoa,ASM,2033,0.04692030456
319,American Samoa,ASM,2034,0.04692030456
320,American Samoa,ASM,2035,0.04692030456
321,American Samoa,ASM,2036,0.04692030456
322,American Samoa,ASM,2037,0.04692030456
323,American Samoa,ASM,2038,0.04692030456
324,American Samoa,ASM,2039,0.04692030456
325,American Samoa,ASM,2040,0.04692030456
326,American Samoa,ASM,2041,0.04692030456
327,American Samoa,ASM,2042,0.04692030456
328,American Samoa,ASM,2043,0.04692030456
329,American Samoa,ASM,2044,0.04692030456
330,American Samoa,ASM,2045,0.04692030456
331,American Samoa,ASM,2046,0.04692030456
332,American Samoa,ASM,2047,0.04692030456
333,American Samoa,ASM,2048,0.04692030456
334,American Samoa,ASM,2049,0.04692030456
335,American Samoa,ASM,2050,0.04692030456
