,Nation,iso_code3,Year,frac_scoe_heat_energy_other_se_gas_petroleum_liquid
0,Aruba,ABW,2020,0.1539301563625229
1,Aruba,ABW,2021,0.1539301563625229
2,Aruba,ABW,2022,0.1539301563625229
3,Aruba,ABW,2023,0.1539301563625229
4,Aruba,ABW,2024,0.1539301563625229
5,Aruba,ABW,2025,0.1539301563625229
6,Aruba,ABW,2026,0.1539301563625229
7,Aruba,ABW,2027,0.1539301563625229
8,Aruba,ABW,2028,0.1539301563625229
9,Aruba,ABW,2029,0.1539301563625229
10,Aruba,ABW,2030,0.1539301563625229
11,Aruba,ABW,2031,0.1539301563625229
12,Aruba,ABW,2032,0.1539301563625229
13,Aruba,ABW,2033,0.1539301563625229
14,Aruba,ABW,2034,0.1539301563625229
15,Aruba,ABW,2035,0.1539301563625229
16,Aruba,ABW,2036,0.1539301563625229
17,Aruba,ABW,2037,0.1539301563625229
18,Aruba,ABW,2038,0.1539301563625229
19,Aruba,ABW,2039,0.1539301563625229
20,Aruba,ABW,2040,0.1539301563625229
21,Aruba,ABW,2041,0.1539301563625229
22,Aruba,ABW,2042,0.1539301563625229
23,Aruba,ABW,2043,0.1539301563625229
24,Aruba,ABW,2044,0.1539301563625229
25,Aruba,ABW,2045,0.1539301563625229
26,Aruba,ABW,2046,0.1539301563625229
27,Aruba,ABW,2047,0.1539301563625229
28,Aruba,ABW,2048,0.1539301563625229
29,Aruba,ABW,2049,0.1539301563625229
30,Aruba,ABW,2050,0.1539301563625229
31,Africa Eastern and Southern,AFE,2020,0.1539301563625229
32,Africa Eastern and Southern,AFE,2021,0.1539301563625229
33,Africa Eastern and Southern,AFE,2022,0.1539301563625229
34,Africa Eastern and Southern,AFE,2023,0.1539301563625229
35,Africa Eastern and Southern,AFE,2024,0.1539301563625229
36,Africa Eastern and Southern,AFE,2025,0.1539301563625229
37,Africa Eastern and Southern,AFE,2026,0.1539301563625229
38,Africa Eastern and Southern,AFE,2027,0.1539301563625229
39,Africa Eastern and Southern,AFE,2028,0.1539301563625229
40,Africa Eastern and Southern,AFE,2029,0.1539301563625229
41,Africa Eastern and Southern,AFE,2030,0.1539301563625229
42,Africa Eastern and Southern,AFE,2031,0.1539301563625229
43,Africa Eastern and Southern,AFE,2032,0.1539301563625229
44,Africa Eastern and Southern,AFE,2033,0.1539301563625229
45,Africa Eastern and Southern,AFE,2034,0.1539301563625229
46,Africa Eastern and Southern,AFE,2035,0.1539301563625229
47,Africa Eastern and Southern,AFE,2036,0.1539301563625229
48,Africa Eastern and Southern,AFE,2037,0.1539301563625229
49,Africa Eastern and Southern,AFE,2038,0.1539301563625229
50,Africa Eastern and Southern,AFE,2039,0.1539301563625229
51,Africa Eastern and Southern,AFE,2040,0.1539301563625229
52,Africa Eastern and Southern,AFE,2041,0.1539301563625229
53,Africa Eastern and Southern,AFE,2042,0.1539301563625229
54,Africa Eastern and Southern,AFE,2043,0.1539301563625229
55,Africa Eastern and Southern,AFE,2044,0.1539301563625229
56,Africa Eastern and Southern,AFE,2045,0.1539301563625229
57,Africa Eastern and Southern,AFE,2046,0.1539301563625229
58,Africa Eastern and Southern,AFE,2047,0.1539301563625229
59,Africa Eastern and Southern,AFE,2048,0.1539301563625229
60,Africa Eastern and Southern,AFE,2049,0.1539301563625229
61,Africa Eastern and Southern,AFE,2050,0.1539301563625229
62,Afghanistan,AFG,2020,0.1539301563625229
63,Afghanistan,AFG,2021,0.1539301563625229
64,Afghanistan,AFG,2022,0.1539301563625229
65,Afghanistan,AFG,2023,0.1539301563625229
66,Afghanistan,AFG,2024,0.1539301563625229
67,Afghanistan,AFG,2025,0.1539301563625229
68,Afghanistan,AFG,2026,0.1539301563625229
69,Afghanistan,AFG,2027,0.1539301563625229
70,Afghanistan,AFG,2028,0.1539301563625229
71,Afghanistan,AFG,2029,0.1539301563625229
72,Afghanistan,AFG,2030,0.1539301563625229
73,Afghanistan,AFG,2031,0.1539301563625229
74,Afghanistan,AFG,2032,0.1539301563625229
75,Afghanistan,AFG,2033,0.1539301563625229
76,Afghanistan,AFG,2034,0.1539301563625229
77,Afghanistan,AFG,2035,0.1539301563625229
78,Afghanistan,AFG,2036,0.1539301563625229
79,Afghanistan,AFG,2037,0.1539301563625229
80,Afghanistan,AFG,2038,0.1539301563625229
81,Afghanistan,AFG,2039,0.1539301563625229
82,Afghanistan,AFG,2040,0.1539301563625229
83,Afghanistan,AFG,2041,0.1539301563625229
84,Afghanistan,AFG,2042,0.1539301563625229
85,Afghanistan,AFG,2043,0.1539301563625229
86,Afghanistan,AFG,2044,0.1539301563625229
87,Afghanistan,AFG,2045,0.1539301563625229
88,Afghanistan,AFG,2046,0.1539301563625229
89,Afghanistan,AFG,2047,0.1539301563625229
90,Afghanistan,AFG,2048,0.1539301563625229
91,Afghanistan,AFG,2049,0.1539301563625229
92,Afghanistan,AFG,2050,0.1539301563625229
93,Africa Western and Central,AFW,2020,0.1539301563625229
94,Africa Western and Central,AFW,2021,0.1539301563625229
95,Africa Western and Central,AFW,2022,0.1539301563625229
96,Africa Western and Central,AFW,2023,0.1539301563625229
97,Africa Western and Central,AFW,2024,0.1539301563625229
98,Africa Western and Central,AFW,2025,0.1539301563625229
99,Africa Western and Central,AFW,2026,0.1539301563625229
100,Africa Western and Central,AFW,2027,0.1539301563625229
101,Africa Western and Central,AFW,2028,0.1539301563625229
102,Africa Western and Central,AFW,2029,0.1539301563625229
103,Africa Western and Central,AFW,2030,0.1539301563625229
104,Africa Western and Central,AFW,2031,0.1539301563625229
105,Africa Western and Central,AFW,2032,0.1539301563625229
106,Africa Western and Central,AFW,2033,0.1539301563625229
107,Africa Western and Central,AFW,2034,0.1539301563625229
108,Africa Western and Central,AFW,2035,0.1539301563625229
109,Africa Western and Central,AFW,2036,0.1539301563625229
110,Africa Western and Central,AFW,2037,0.1539301563625229
111,Africa Western and Central,AFW,2038,0.1539301563625229
112,Africa Western and Central,AFW,2039,0.1539301563625229
113,Africa Western and Central,AFW,2040,0.1539301563625229
114,Africa Western and Central,AFW,2041,0.1539301563625229
115,Africa Western and Central,AFW,2042,0.1539301563625229
116,Africa Western and Central,AFW,2043,0.1539301563625229
117,Africa Western and Central,AFW,2044,0.1539301563625229
118,Africa Western and Central,AFW,2045,0.1539301563625229
119,Africa Western and Central,AFW,2046,0.1539301563625229
120,Africa Western and Central,AFW,2047,0.1539301563625229
121,Africa Western and Central,AFW,2048,0.1539301563625229
122,Africa Western and Central,AFW,2049,0.1539301563625229
123,Africa Western and Central,AFW,2050,0.1539301563625229
124,Angola,AGO,2020,0.1539301563625229
125,Angola,AGO,2021,0.1539301563625229
126,Angola,AGO,2022,0.1539301563625229
127,Angola,AGO,2023,0.1539301563625229
128,Angola,AGO,2024,0.1539301563625229
129,Angola,AGO,2025,0.1539301563625229
130,Angola,AGO,2026,0.1539301563625229
131,Angola,AGO,2027,0.1539301563625229
132,Angola,AGO,2028,0.1539301563625229
133,Angola,AGO,2029,0.1539301563625229
134,Angola,AGO,2030,0.1539301563625229
135,Angola,AGO,2031,0.1539301563625229
136,Angola,AGO,2032,0.1539301563625229
137,Angola,AGO,2033,0.1539301563625229
138,Angola,AGO,2034,0.1539301563625229
139,Angola,AGO,2035,0.1539301563625229
140,Angola,AGO,2036,0.1539301563625229
141,Angola,AGO,2037,0.1539301563625229
142,Angola,AGO,2038,0.1539301563625229
143,Angola,AGO,2039,0.1539301563625229
144,Angola,AGO,2040,0.1539301563625229
145,Angola,AGO,2041,0.1539301563625229
146,Angola,AGO,2042,0.1539301563625229
147,Angola,AGO,2043,0.1539301563625229
148,Angola,AGO,2044,0.1539301563625229
149,Angola,AGO,2045,0.1539301563625229
150,Angola,AGO,2046,0.1539301563625229
151,Angola,AGO,2047,0.1539301563625229
152,Angola,AGO,2048,0.1539301563625229
153,Angola,AGO,2049,0.1539301563625229
