Year,Nation,iso_code3,pij_lndu_other_to_croplands
2021,Afghanistan,AFG,0.0034354839633826
2022,Afghanistan,AFG,0.0033367017628226
2023,Afghanistan,AFG,0.0032379195622627
2024,Afghanistan,AFG,0.0031391373617028
2025,Afghanistan,AFG,0.0030403551611429
2026,Afghanistan,AFG,0.0029415729605829
2027,Afghanistan,AFG,0.002842790760023
2028,Afghanistan,AFG,0.0027440085594631
2029,Afghanistan,AFG,0.0026452263589032
2030,Afghanistan,AFG,0.0025464441583433
2031,Afghanistan,AFG,0.0024476619577833
2032,Afghanistan,AFG,0.0023488797572234
2033,Afghanistan,AFG,0.0022500975566635
2034,Afghanistan,AFG,0.0021513153561036
2035,Afghanistan,AFG,0.0020525331555436
2036,Afghanistan,AFG,0.0019537509549837
2037,Afghanistan,AFG,0.0018549687544238
2038,Afghanistan,AFG,0.0017561865538639
2039,Afghanistan,AFG,0.0016574043533039
2040,Afghanistan,AFG,0.001558622152744
2041,Afghanistan,AFG,0.0014598399521841
2042,Afghanistan,AFG,0.0013610577516242
2043,Afghanistan,AFG,0.0012622755510643
2044,Afghanistan,AFG,0.0011634933505043
2045,Afghanistan,AFG,0.0010647111499444
2046,Afghanistan,AFG,0.0009659289493845
2047,Afghanistan,AFG,0.0008671467488246
2048,Afghanistan,AFG,0.0007683645482646
2049,Afghanistan,AFG,0.0006695823477047
2050,Afghanistan,AFG,0.0005708001471448
2021,Algeria,DZA,0.0001094476287898
2022,Algeria,DZA,0.0001093844680272
2023,Algeria,DZA,0.0001093213072646
2024,Algeria,DZA,0.000109258146502
2025,Algeria,DZA,0.0001091949857395
2026,Algeria,DZA,0.0001091318249769
2027,Algeria,DZA,0.0001090686642143
2028,Algeria,DZA,0.0001090055034517
2029,Algeria,DZA,0.0001089423426892
2030,Algeria,DZA,0.0001088791819266
2031,Algeria,DZA,0.00010881602116399999
2032,Algeria,DZA,0.0001087528604014
2033,Algeria,DZA,0.0001086896996389
2034,Algeria,DZA,0.0001086265388763
2035,Algeria,DZA,0.0001085633781137
2036,Algeria,DZA,0.0001085002173511
2037,Algeria,DZA,0.0001084370565886
2038,Algeria,DZA,0.00010837389582600001
2039,Algeria,DZA,0.0001083107350634
2040,Algeria,DZA,0.0001082475743008
2041,Algeria,DZA,0.0001081844135383
2042,Algeria,DZA,0.0001081212527757
2043,Algeria,DZA,0.0001080580920131
2044,Algeria,DZA,0.0001079949312505
2045,Algeria,DZA,0.00010793177048799999
2046,Algeria,DZA,0.0001078686097254
2047,Algeria,DZA,0.0001078054489628
2048,Algeria,DZA,0.0001077422882002
2049,Algeria,DZA,0.0001076791274377
2050,Algeria,DZA,0.0001076159666751
2021,Andorra,AND,0.0008600368735522
2022,Andorra,AND,0.0008640233331445
2023,Andorra,AND,0.0008680097927367
2024,Andorra,AND,0.000871996252329
2025,Andorra,AND,0.0008759827119212
2026,Andorra,AND,0.0008799691715135
2027,Andorra,AND,0.0008839556311058
2028,Andorra,AND,0.0008879420906980001
2029,Andorra,AND,0.0008919285502903
2030,Andorra,AND,0.0008959150098826
2031,Andorra,AND,0.0008999014694748
2032,Andorra,AND,0.0009038879290671
2033,Andorra,AND,0.0009078743886593
2034,Andorra,AND,0.0009118608482516
2035,Andorra,AND,0.0009158473078439
2036,Andorra,AND,0.0009198337674361
2037,Andorra,AND,0.0009238202270284
2038,Andorra,AND,0.0009278066866207
2039,Andorra,AND,0.0009317931462129
2040,Andorra,AND,0.0009357796058052
2041,Andorra,AND,0.0009397660653974
2042,Andorra,AND,0.0009437525249897
2043,Andorra,AND,0.000947738984582
2044,Andorra,AND,0.0009517254441742
2045,Andorra,AND,0.0009557119037665
2046,Andorra,AND,0.0009596983633588
2047,Andorra,AND,0.0009636848229510001
2048,Andorra,AND,0.0009676712825433
2049,Andorra,AND,0.0009716577421355
2050,Andorra,AND,0.0009756442017278
2021,Angola,AGO,0.0001095215311004
2022,Angola,AGO,0.0001369019138755
2023,Angola,AGO,0.0001642822966507
2024,Angola,AGO,0.0001916626794258
2025,Angola,AGO,0.0002190430622009
2026,Angola,AGO,0.000246423444976
2027,Angola,AGO,0.0002738038277511
2028,Angola,AGO,0.0003011842105263
2029,Angola,AGO,0.0003285645933014
2030,Angola,AGO,0.0003559449760765
2031,Angola,AGO,0.0003833253588516
2032,Angola,AGO,0.0004107057416267
2033,Angola,AGO,0.0004380861244018
2034,Angola,AGO,0.00046546650717700004
2035,Angola,AGO,0.0004928468899521
2036,Angola,AGO,0.0005202272727272
2037,Angola,AGO,0.0005476076555023
2038,Angola,AGO,0.0005749880382774
2039,Angola,AGO,0.0006023684210526
2040,Angola,AGO,0.0006297488038277
2041,Angola,AGO,0.0006571291866028
2042,Angola,AGO,0.0006845095693779
2043,Angola,AGO,0.000711889952153
2044,Angola,AGO,0.0007392703349281
2045,Angola,AGO,0.0007666507177033
2046,Angola,AGO,0.0007940311004784
2047,Angola,AGO,0.0008214114832535
2048,Angola,AGO,0.0008487918660286
2049,Angola,AGO,0.0008761722488037
2050,Angola,AGO,0.0009035526315789
2021,Argentina,ARG,0.0001859958940903
2022,Argentina,ARG,0.0002324948676129
2023,Argentina,ARG,0.0002789938411355
2024,Argentina,ARG,0.0003254928146581
2025,Argentina,ARG,0.0003719917881807
2026,Argentina,ARG,0.0004184907617033
2027,Argentina,ARG,0.0004649897352258
2028,Argentina,ARG,0.0005114887087484
2029,Argentina,ARG,0.000557987682271
2030,Argentina,ARG,0.0006044866557936
2031,Argentina,ARG,0.0006509856293162
2032,Argentina,ARG,0.0006974846028388
2033,Argentina,ARG,0.0007439835763614
2034,Argentina,ARG,0.0007904825498839999
2035,Argentina,ARG,0.0008369815234066
2036,Argentina,ARG,0.0008834804969292
2037,Argentina,ARG,0.0009299794704517
2038,Argentina,ARG,0.0009764784439743
2039,Argentina,ARG,0.0010229774174969
2040,Argentina,ARG,0.0010694763910195
2041,Argentina,ARG,0.0011159753645421
2042,Argentina,ARG,0.0011624743380647
2043,Argentina,ARG,0.0012089733115873
2044,Argentina,ARG,0.0012554722851099
2045,Argentina,ARG,0.0013019712586325
2046,Argentina,ARG,0.0013484702321551
2047,Argentina,ARG,0.0013949692056776
2048,Argentina,ARG,0.0014414681792002
2049,Argentina,ARG,0.0014879671527228
2050,Argentina,ARG,0.0015344661262454
2021,Austria,AUT,7.868692217205259e-05
2022,Austria,AUT,8.67493630364638e-05
2023,Austria,AUT,9.4811803900875e-05
2024,Austria,AUT,0.0001028742447652
2025,Austria,AUT,0.0001109366856296
2026,Austria,AUT,0.0001189991264941
2027,Austria,AUT,0.0001270615673585
2028,Austria,AUT,0.0001351240082229
2029,Austria,AUT,0.0001431864490873
2030,Austria,AUT,0.0001512488899517
2031,Austria,AUT,0.0001593113308161
2032,Austria,AUT,0.0001673737716805
2033,Austria,AUT,0.0001754362125449
2034,Austria,AUT,0.0001834986534093
2035,Austria,AUT,0.0001915610942738
2036,Austria,AUT,0.0001996235351382
2037,Austria,AUT,0.0002076859760026
2038,Austria,AUT,0.00021574841686700002
2039,Austria,AUT,0.0002238108577314
2040,Austria,AUT,0.0002318732985958
2041,Austria,AUT,0.0002399357394602
2042,Austria,AUT,0.0002479981803246
2043,Austria,AUT,0.000256060621189
2044,Austria,AUT,0.0002641230620535
2045,Austria,AUT,0.0002721855029179
2046,Austria,AUT,0.0002802479437823
2047,Austria,AUT,0.0002883103846467
2048,Austria,AUT,0.0002963728255111
2049,Austria,AUT,0.0003044352663755
2050,Austria,AUT,0.0003124977072399
2021,Bahamas,BHS,3.3239204670579826e-05
2022,Bahamas,BHS,4.154900583822478e-05
2023,Bahamas,BHS,4.985880700586974e-05
2024,Bahamas,BHS,5.81686081735147e-05
2025,Bahamas,BHS,6.647840934115965e-05
2026,Bahamas,BHS,7.478821050880459e-05
2027,Bahamas,BHS,8.309801167644956e-05
2028,Bahamas,BHS,9.140781284409452e-05
2029,Bahamas,BHS,9.971761401173948e-05
2030,Bahamas,BHS,0.0001080274151793
2031,Bahamas,BHS,0.00011633721634699999
2032,Bahamas,BHS,0.0001246470175146
2033,Bahamas,BHS,0.0001329568186823
2034,Bahamas,BHS,0.0001412666198499
2035,Bahamas,BHS,0.0001495764210176
2036,Bahamas,BHS,0.0001578862221852
2037,Bahamas,BHS,0.0001661960233528
2038,Bahamas,BHS,0.0001745058245205
2039,Bahamas,BHS,0.0001828156256881
2040,Bahamas,BHS,0.0001911254268558
2041,Bahamas,BHS,0.0001994352280234
2042,Bahamas,BHS,0.0002077450291911
2043,Bahamas,BHS,0.0002160548303587
2044,Bahamas,BHS,0.0002243646315264
2045,Bahamas,BHS,0.00023267443269399998
2046,Bahamas,BHS,0.0002409842338617
2047,Bahamas,BHS,0.0002492940350293
2048,Bahamas,BHS,0.0002576038361969
2049,Bahamas,BHS,0.0002659136373646
2050,Bahamas,BHS,0.0002742234385322
2021,Bahrain,BHR,0.0001846232871039
2022,Bahrain,BHR,0.0001929558324242
2023,Bahrain,BHR,0.0002012883777444
2024,Bahrain,BHR,0.0002096209230647
2025,Bahrain,BHR,0.00021795346838499998
2026,Bahrain,BHR,0.0002262860137053
2027,Bahrain,BHR,0.0002346185590256
2028,Bahrain,BHR,0.0002429511043459
2029,Bahrain,BHR,0.0002512836496661
2030,Bahrain,BHR,0.0002596161949864
2031,Bahrain,BHR,0.0002679487403067
2032,Bahrain,BHR,0.00027628128562700004
2033,Bahrain,BHR,0.0002846138309473
2034,Bahrain,BHR,0.0002929463762676
2035,Bahrain,BHR,0.0003012789215878
2036,Bahrain,BHR,0.0003096114669081
2037,Bahrain,BHR,0.0003179440122284
2038,Bahrain,BHR,0.0003262765575487
2039,Bahrain,BHR,0.00033460910286900003
2040,Bahrain,BHR,0.0003429416481892
2041,Bahrain,BHR,0.0003512741935095
2042,Bahrain,BHR,0.0003596067388298
2043,Bahrain,BHR,0.0003679392841501
2044,Bahrain,BHR,0.0003762718294704
2045,Bahrain,BHR,0.0003846043747907
2046,Bahrain,BHR,0.0003929369201109
2047,Bahrain,BHR,0.0004012694654312
2048,Bahrain,BHR,0.0004096020107515
2049,Bahrain,BHR,0.0004179345560718
2050,Bahrain,BHR,0.0004262671013921
2021,Bangladesh,BGD,0.057604358503433
2022,Bangladesh,BGD,0.0562436423794911
2023,Bangladesh,BGD,0.0548829262555492
2024,Bangladesh,BGD,0.0535222101316072
2025,Bangladesh,BGD,0.0521614940076653
2026,Bangladesh,BGD,0.0508007778837234
2027,Bangladesh,BGD,0.0494400617597814
2028,Bangladesh,BGD,0.0480793456358395
2029,Bangladesh,BGD,0.0467186295118976
2030,Bangladesh,BGD,0.0453579133879556
2031,Bangladesh,BGD,0.0439971972640137
2032,Bangladesh,BGD,0.0426364811400718
2033,Bangladesh,BGD,0.0412757650161298
2034,Bangladesh,BGD,0.0399150488921879
2035,Bangladesh,BGD,0.0385543327682459
2036,Bangladesh,BGD,0.037193616644304
2037,Bangladesh,BGD,0.0358329005203621
2038,Bangladesh,BGD,0.0344721843964201
2039,Bangladesh,BGD,0.0331114682724782
2040,Bangladesh,BGD,0.0317507521485363
2041,Bangladesh,BGD,0.0303900360245943
2042,Bangladesh,BGD,0.0290293199006524
2043,Bangladesh,BGD,0.0276686037767105
2044,Bangladesh,BGD,0.0263078876527685
2045,Bangladesh,BGD,0.0249471715288266
2046,Bangladesh,BGD,0.0235864554048847
2047,Bangladesh,BGD,0.0222257392809427
2048,Bangladesh,BGD,0.0208650231570008
2049,Bangladesh,BGD,0.0195043070330589
2050,Bangladesh,BGD,0.0181435909091169
2021,Barbados,BRB,3.3756627193910344e-16
2022,Barbados,BRB,3.273002418513589e-16
2023,Barbados,BRB,3.1703421176361444e-16
2024,Barbados,BRB,3.0676818167586995e-16
2025,Barbados,BRB,2.9650215158812545e-16
2026,Barbados,BRB,2.862361215003809e-16
2027,Barbados,BRB,2.759700914126364e-16
2028,Barbados,BRB,2.657040613248919e-16
2029,Barbados,BRB,2.554380312371474e-16
2030,Barbados,BRB,2.451720011494029e-16
2031,Barbados,BRB,2.349059710616584e-16
2032,Barbados,BRB,2.2463994097391387e-16
2033,Barbados,BRB,2.1437391088616942e-16
2034,Barbados,BRB,2.041078807984249e-16
2035,Barbados,BRB,1.9384185071068037e-16
2036,Barbados,BRB,1.8357582062293588e-16
2037,Barbados,BRB,1.7330979053519138e-16
2038,Barbados,BRB,1.6304376044744686e-16
2039,Barbados,BRB,1.5277773035970238e-16
2040,Barbados,BRB,1.4251170027195784e-16
2041,Barbados,BRB,1.3224567018421334e-16
2042,Barbados,BRB,1.2197964009646884e-16
2043,Barbados,BRB,1.1171361000872434e-16
2044,Barbados,BRB,1.0144757992097983e-16
2045,Barbados,BRB,9.118154983323536e-17
2046,Barbados,BRB,8.091551974549079e-17
2047,Barbados,BRB,7.06494896577463e-17
2048,Barbados,BRB,6.038345957000181e-17
2049,Barbados,BRB,5.011742948225731e-17
2050,Barbados,BRB,3.985139939451281e-17
2021,Belgium,BEL,0.0240786914099667
2022,Belgium,BEL,0.0235118008015987
2023,Belgium,BEL,0.0229449101932307
2024,Belgium,BEL,0.0223780195848627
2025,Belgium,BEL,0.0218111289764946
2026,Belgium,BEL,0.0212442383681266
2027,Belgium,BEL,0.0206773477597586
2028,Belgium,BEL,0.0201104571513906
2029,Belgium,BEL,0.0195435665430226
2030,Belgium,BEL,0.0189766759346546
2031,Belgium,BEL,0.0184097853262866
2032,Belgium,BEL,0.0178428947179185
2033,Belgium,BEL,0.0172760041095505
2034,Belgium,BEL,0.0167091135011825
2035,Belgium,BEL,0.0161422228928145
2036,Belgium,BEL,0.0155753322844465
2037,Belgium,BEL,0.0150084416760785
2038,Belgium,BEL,0.0144415510677105
2039,Belgium,BEL,0.0138746604593424
2040,Belgium,BEL,0.0133077698509744
2041,Belgium,BEL,0.0127408792426064
2042,Belgium,BEL,0.0121739886342384
2043,Belgium,BEL,0.0116070980258704
2044,Belgium,BEL,0.0110402074175024
2045,Belgium,BEL,0.0104733168091344
2046,Belgium,BEL,0.0099064262007664
2047,Belgium,BEL,0.0093395355923983
2048,Belgium,BEL,0.0087726449840303
2049,Belgium,BEL,0.0082057543756623
2050,Belgium,BEL,0.0076388637672943
2021,Belize,BLZ,0.0002269421756653
2022,Belize,BLZ,0.0002268112103714
2023,Belize,BLZ,0.0002266802450774
2024,Belize,BLZ,0.0002265492797835
2025,Belize,BLZ,0.0002264183144895
2026,Belize,BLZ,0.0002262873491956
2027,Belize,BLZ,0.0002261563839017
2028,Belize,BLZ,0.0002260254186077
2029,Belize,BLZ,0.0002258944533138
2030,Belize,BLZ,0.0002257634880198
2031,Belize,BLZ,0.0002256325227259
2032,Belize,BLZ,0.00022550155743200002
2033,Belize,BLZ,0.000225370592138
2034,Belize,BLZ,0.0002252396268441
2035,Belize,BLZ,0.0002251086615502
2036,Belize,BLZ,0.0002249776962562
2037,Belize,BLZ,0.0002248467309623
2038,Belize,BLZ,0.0002247157656683
2039,Belize,BLZ,0.0002245848003744
2040,Belize,BLZ,0.0002244538350805
2041,Belize,BLZ,0.0002243228697865
2042,Belize,BLZ,0.0002241919044926
2043,Belize,BLZ,0.0002240609391986
2044,Belize,BLZ,0.0002239299739047
2045,Belize,BLZ,0.0002237990086108
2046,Belize,BLZ,0.0002236680433168
2047,Belize,BLZ,0.0002235370780229
2048,Belize,BLZ,0.0002234061127289
2049,Belize,BLZ,0.000223275147435
2050,Belize,BLZ,0.0002231441821411
2021,Benin,BEN,0.0010793670807296
2022,Benin,BEN,0.0013492088509120001
2023,Benin,BEN,0.0016190506210944
2024,Benin,BEN,0.0018888923912769
2025,Benin,BEN,0.0021587341614593
2026,Benin,BEN,0.0024285759316417
2027,Benin,BEN,0.0026984177018241
2028,Benin,BEN,0.0029682594720065
2029,Benin,BEN,0.0032381012421889
2030,Benin,BEN,0.0035079430123713
2031,Benin,BEN,0.0037777847825538
2032,Benin,BEN,0.0040476265527362
2033,Benin,BEN,0.0043174683229186
2034,Benin,BEN,0.004587310093101
2035,Benin,BEN,0.0048571518632834
2036,Benin,BEN,0.0051269936334658
2037,Benin,BEN,0.0053968354036483
2038,Benin,BEN,0.0056666771738307
2039,Benin,BEN,0.0059365189440131
2040,Benin,BEN,0.0062063607141955
2041,Benin,BEN,0.0064762024843779
2042,Benin,BEN,0.0067460442545603
2043,Benin,BEN,0.0070158860247427
2044,Benin,BEN,0.0072857277949252
2045,Benin,BEN,0.0075555695651076
2046,Benin,BEN,0.00782541133529
2047,Benin,BEN,0.0080952531054724
2048,Benin,BEN,0.0083650948756548
2049,Benin,BEN,0.0086349366458372
2050,Benin,BEN,0.0089047784160197
2021,Bolivia (Plurinational State of),BOL,0.0051788550684155
2022,Bolivia (Plurinational State of),BOL,0.0050566819546667
2023,Bolivia (Plurinational State of),BOL,0.004934508840918
2024,Bolivia (Plurinational State of),BOL,0.0048123357271693
2025,Bolivia (Plurinational State of),BOL,0.0046901626134206
2026,Bolivia (Plurinational State of),BOL,0.0045679894996718
2027,Bolivia (Plurinational State of),BOL,0.0044458163859231
2028,Bolivia (Plurinational State of),BOL,0.0043236432721744
2029,Bolivia (Plurinational State of),BOL,0.0042014701584257
2030,Bolivia (Plurinational State of),BOL,0.004079297044677
2031,Bolivia (Plurinational State of),BOL,0.0039571239309282
2032,Bolivia (Plurinational State of),BOL,0.0038349508171795
2033,Bolivia (Plurinational State of),BOL,0.0037127777034308
2034,Bolivia (Plurinational State of),BOL,0.0035906045896821
2035,Bolivia (Plurinational State of),BOL,0.0034684314759333
2036,Bolivia (Plurinational State of),BOL,0.0033462583621846
2037,Bolivia (Plurinational State of),BOL,0.0032240852484359
2038,Bolivia (Plurinational State of),BOL,0.0031019121346872
2039,Bolivia (Plurinational State of),BOL,0.0029797390209384
2040,Bolivia (Plurinational State of),BOL,0.0028575659071897
2041,Bolivia (Plurinational State of),BOL,0.0027353927934409997
2042,Bolivia (Plurinational State of),BOL,0.0026132196796923
2043,Bolivia (Plurinational State of),BOL,0.0024910465659436
2044,Bolivia (Plurinational State of),BOL,0.0023688734521948
2045,Bolivia (Plurinational State of),BOL,0.0022467003384461
2046,Bolivia (Plurinational State of),BOL,0.0021245272246974
2047,Bolivia (Plurinational State of),BOL,0.0020023541109487
2048,Bolivia (Plurinational State of),BOL,0.0018801809971999
2049,Bolivia (Plurinational State of),BOL,0.0017580078834512
2050,Bolivia (Plurinational State of),BOL,0.0016358347697025
2021,Bosnia and Herzegovina,BIH,0.0
2022,Bosnia and Herzegovina,BIH,0.0
2023,Bosnia and Herzegovina,BIH,0.0
2024,Bosnia and Herzegovina,BIH,0.0
2025,Bosnia and Herzegovina,BIH,0.0
2026,Bosnia and Herzegovina,BIH,0.0
2027,Bosnia and Herzegovina,BIH,0.0
2028,Bosnia and Herzegovina,BIH,0.0
2029,Bosnia and Herzegovina,BIH,0.0
2030,Bosnia and Herzegovina,BIH,0.0
2031,Bosnia and Herzegovina,BIH,0.0
2032,Bosnia and Herzegovina,BIH,0.0
2033,Bosnia and Herzegovina,BIH,0.0
2034,Bosnia and Herzegovina,BIH,0.0
2035,Bosnia and Herzegovina,BIH,0.0
2036,Bosnia and Herzegovina,BIH,0.0
2037,Bosnia and Herzegovina,BIH,0.0
2038,Bosnia and Herzegovina,BIH,0.0
2039,Bosnia and Herzegovina,BIH,0.0
2040,Bosnia and Herzegovina,BIH,0.0
2041,Bosnia and Herzegovina,BIH,0.0
2042,Bosnia and Herzegovina,BIH,0.0
2043,Bosnia and Herzegovina,BIH,0.0
2044,Bosnia and Herzegovina,BIH,0.0
2045,Bosnia and Herzegovina,BIH,0.0
2046,Bosnia and Herzegovina,BIH,0.0
2047,Bosnia and Herzegovina,BIH,0.0
2048,Bosnia and Herzegovina,BIH,0.0
2049,Bosnia and Herzegovina,BIH,0.0
2050,Bosnia and Herzegovina,BIH,0.0
2021,Botswana,BWA,0.0001224102801127
2022,Botswana,BWA,0.0001530128501408
2023,Botswana,BWA,0.00018361542016900003
2024,Botswana,BWA,0.0002142179901972
2025,Botswana,BWA,0.0002448205602254
2026,Botswana,BWA,0.0002754231302535
2027,Botswana,BWA,0.0003060257002817
2028,Botswana,BWA,0.0003366282703099
2029,Botswana,BWA,0.0003672308403381
2030,Botswana,BWA,0.0003978334103663
2031,Botswana,BWA,0.0004284359803944
2032,Botswana,BWA,0.0004590385504226
2033,Botswana,BWA,0.0004896411204508
2034,Botswana,BWA,0.000520243690479
2035,Botswana,BWA,0.0005508462605071
2036,Botswana,BWA,0.0005814488305353
2037,Botswana,BWA,0.0006120514005635
2038,Botswana,BWA,0.0006426539705917
2039,Botswana,BWA,0.0006732565406199
2040,Botswana,BWA,0.000703859110648
2041,Botswana,BWA,0.0007344616806762
2042,Botswana,BWA,0.0007650642507044
2043,Botswana,BWA,0.0007956668207326
2044,Botswana,BWA,0.0008262693907607
2045,Botswana,BWA,0.0008568719607889
2046,Botswana,BWA,0.0008874745308171
2047,Botswana,BWA,0.0009180771008453
2048,Botswana,BWA,0.0009486796708735
2049,Botswana,BWA,0.0009792822409016
2050,Botswana,BWA,0.0010098848109298
2021,Brazil,BRA,4.2464751106729214e-05
2022,Brazil,BRA,5.3080938883411514e-05
2023,Brazil,BRA,6.369712666009381e-05
2024,Brazil,BRA,7.431331443677611e-05
2025,Brazil,BRA,8.492950221345841e-05
2026,Brazil,BRA,9.554568999014073e-05
2027,Brazil,BRA,0.0001061618777668
2028,Brazil,BRA,0.0001167780655435
2029,Brazil,BRA,0.0001273942533201
2030,Brazil,BRA,0.0001380104410968
2031,Brazil,BRA,0.0001486266288735
2032,Brazil,BRA,0.0001592428166502
2033,Brazil,BRA,0.0001698590044269
2034,Brazil,BRA,0.0001804751922035
2035,Brazil,BRA,0.0001910913799802
2036,Brazil,BRA,0.0002017075677569
2037,Brazil,BRA,0.0002123237555336
2038,Brazil,BRA,0.0002229399433103
2039,Brazil,BRA,0.000233556131087
2040,Brazil,BRA,0.0002441723188636
2041,Brazil,BRA,0.0002547885066403
2042,Brazil,BRA,0.000265404694417
2043,Brazil,BRA,0.0002760208821937
2044,Brazil,BRA,0.0002866370699704
2045,Brazil,BRA,0.0002972532577471
2046,Brazil,BRA,0.0003078694455237
2047,Brazil,BRA,0.0003184856333004
2048,Brazil,BRA,0.0003291018210771
2049,Brazil,BRA,0.0003397180088538
2050,Brazil,BRA,0.0003503341966305
2021,Brunei Darussalam,BRN,0.000153743545729
2022,Brunei Darussalam,BRN,0.0001921794321613
2023,Brunei Darussalam,BRN,0.0002306153185935
2024,Brunei Darussalam,BRN,0.0002690512050258
2025,Brunei Darussalam,BRN,0.000307487091458
2026,Brunei Darussalam,BRN,0.0003459229778903
2027,Brunei Darussalam,BRN,0.0003843588643226
2028,Brunei Darussalam,BRN,0.0004227947507548
2029,Brunei Darussalam,BRN,0.0004612306371871
2030,Brunei Darussalam,BRN,0.0004996665236194
2031,Brunei Darussalam,BRN,0.0005381024100516
2032,Brunei Darussalam,BRN,0.0005765382964839
2033,Brunei Darussalam,BRN,0.0006149741829161
2034,Brunei Darussalam,BRN,0.0006534100693484
2035,Brunei Darussalam,BRN,0.0006918459557807
2036,Brunei Darussalam,BRN,0.0007302818422129
2037,Brunei Darussalam,BRN,0.0007687177286452
2038,Brunei Darussalam,BRN,0.0008071536150774
2039,Brunei Darussalam,BRN,0.0008455895015097
2040,Brunei Darussalam,BRN,0.0008840253879419999
2041,Brunei Darussalam,BRN,0.0009224612743742
2042,Brunei Darussalam,BRN,0.0009608971608065
2043,Brunei Darussalam,BRN,0.0009993330472388
2044,Brunei Darussalam,BRN,0.001037768933671
2045,Brunei Darussalam,BRN,0.0010762048201033
2046,Brunei Darussalam,BRN,0.0011146407065355
2047,Brunei Darussalam,BRN,0.0011530765929678
2048,Brunei Darussalam,BRN,0.0011915124794001
2049,Brunei Darussalam,BRN,0.0012299483658323
2050,Brunei Darussalam,BRN,0.0012683842522646
2021,Bulgaria,BGR,0.0012431971098184
2022,Bulgaria,BGR,0.0015539963872729999
2023,Bulgaria,BGR,0.0018647956647276
2024,Bulgaria,BGR,0.0021755949421822
2025,Bulgaria,BGR,0.0024863942196368
2026,Bulgaria,BGR,0.0027971934970914
2027,Bulgaria,BGR,0.0031079927745459998
2028,Bulgaria,BGR,0.0034187920520006
2029,Bulgaria,BGR,0.0037295913294552
2030,Bulgaria,BGR,0.0040403906069098
2031,Bulgaria,BGR,0.0043511898843644
2032,Bulgaria,BGR,0.0046619891618191
2033,Bulgaria,BGR,0.0049727884392737
2034,Bulgaria,BGR,0.0052835877167283
2035,Bulgaria,BGR,0.0055943869941829
2036,Bulgaria,BGR,0.0059051862716375
2037,Bulgaria,BGR,0.0062159855490921
2038,Bulgaria,BGR,0.0065267848265467
2039,Bulgaria,BGR,0.0068375841040013
2040,Bulgaria,BGR,0.0071483833814559
2041,Bulgaria,BGR,0.0074591826589105
2042,Bulgaria,BGR,0.0077699819363651
2043,Bulgaria,BGR,0.0080807812138197
2044,Bulgaria,BGR,0.0083915804912743
2045,Bulgaria,BGR,0.0087023797687289
2046,Bulgaria,BGR,0.0090131790461835
2047,Bulgaria,BGR,0.0093239783236382
2048,Bulgaria,BGR,0.0096347776010928
2049,Bulgaria,BGR,0.0099455768785474
2050,Bulgaria,BGR,0.010256376156001999
2021,Burkina Faso,BFA,0.0028101667355474
2022,Burkina Faso,BFA,0.0033547593359879
2023,Burkina Faso,BFA,0.0038993519364284
2024,Burkina Faso,BFA,0.0044439445368689
2025,Burkina Faso,BFA,0.0049885371373094
2026,Burkina Faso,BFA,0.0055331297377499995
2027,Burkina Faso,BFA,0.0060777223381905
2028,Burkina Faso,BFA,0.006622314938630999
2029,Burkina Faso,BFA,0.0071669075390715
2030,Burkina Faso,BFA,0.007711500139512
2031,Burkina Faso,BFA,0.0082560927399525
2032,Burkina Faso,BFA,0.008800685340393
2033,Burkina Faso,BFA,0.0093452779408335
2034,Burkina Faso,BFA,0.0098898705412741
2035,Burkina Faso,BFA,0.0104344631417146
2036,Burkina Faso,BFA,0.0109790557421551
2037,Burkina Faso,BFA,0.0115236483425956
2038,Burkina Faso,BFA,0.0120682409430361
2039,Burkina Faso,BFA,0.0126128335434766
2040,Burkina Faso,BFA,0.0131574261439171
2041,Burkina Faso,BFA,0.0137020187443576
2042,Burkina Faso,BFA,0.0142466113447981
2043,Burkina Faso,BFA,0.0147912039452387
2044,Burkina Faso,BFA,0.0153357965456792
2045,Burkina Faso,BFA,0.0158803891461197
2046,Burkina Faso,BFA,0.0164249817465602
2047,Burkina Faso,BFA,0.0169695743470007
2048,Burkina Faso,BFA,0.0175141669474412
2049,Burkina Faso,BFA,0.0180587595478817
2050,Burkina Faso,BFA,0.0186033521483222
2021,Burundi,BDI,0.0059007251101853
2022,Burundi,BDI,0.0059468355679475
2023,Burundi,BDI,0.0059929460257098
2024,Burundi,BDI,0.006039056483471999
2025,Burundi,BDI,0.0060851669412343
2026,Burundi,BDI,0.0061312773989965
2027,Burundi,BDI,0.0061773878567588
2028,Burundi,BDI,0.006223498314521
2029,Burundi,BDI,0.0062696087722833
2030,Burundi,BDI,0.0063157192300455
2031,Burundi,BDI,0.0063618296878078
2032,Burundi,BDI,0.0064079401455700005
2033,Burundi,BDI,0.0064540506033323
2034,Burundi,BDI,0.0065001610610945
2035,Burundi,BDI,0.0065462715188568
2036,Burundi,BDI,0.0065923819766190005
2037,Burundi,BDI,0.0066384924343813
2038,Burundi,BDI,0.0066846028921435
2039,Burundi,BDI,0.0067307133499058
2040,Burundi,BDI,0.006776823807668001
2041,Burundi,BDI,0.0068229342654303
2042,Burundi,BDI,0.0068690447231925
2043,Burundi,BDI,0.0069151551809548
2044,Burundi,BDI,0.006961265638716999
2045,Burundi,BDI,0.0070073760964793
