Year,Nation,iso_code3,pij_lndu_forests_mangroves_to_croplands
2021,Afghanistan,AFG,0.0
2022,Afghanistan,AFG,0.0
2023,Afghanistan,AFG,0.0
2024,Afghanistan,AFG,0.0
2025,Afghanistan,AFG,0.0
2026,Afghanistan,AFG,0.0
2027,Afghanistan,AFG,0.0
2028,Afghanistan,AFG,0.0
2029,Afghanistan,AFG,0.0
2030,Afghanistan,AFG,0.0
2031,Afghanistan,AFG,0.0
2032,Afghanistan,AFG,0.0
2033,Afghanistan,AFG,0.0
2034,Afghanistan,AFG,0.0
2035,Afghanistan,AFG,0.0
2036,Afghanistan,AFG,0.0
2037,Afghanistan,AFG,0.0
2038,Afghanistan,AFG,0.0
2039,Afghanistan,AFG,0.0
2040,Afghanistan,AFG,0.0
2041,Afghanistan,AFG,0.0
2042,Afghanistan,AFG,0.0
2043,Afghanistan,AFG,0.0
2044,Afghanistan,AFG,0.0
2045,Afghanistan,AFG,0.0
2046,Afghanistan,AFG,0.0
2047,Afghanistan,AFG,0.0
2048,Afghanistan,AFG,0.0
2049,Afghanistan,AFG,0.0
2050,Afghanistan,AFG,0.0
2021,Algeria,DZA,0.0015589015151514
2022,Algeria,DZA,0.0015580018939392
2023,Algeria,DZA,0.0015571022727271
2024,Algeria,DZA,0.001556202651515
2025,Algeria,DZA,0.0015553030303029
2026,Algeria,DZA,0.0015544034090908
2027,Algeria,DZA,0.0015535037878786
2028,Algeria,DZA,0.0015526041666665
2029,Algeria,DZA,0.0015517045454544
2030,Algeria,DZA,0.0015508049242423
2031,Algeria,DZA,0.0015499053030302
2032,Algeria,DZA,0.0015490056818179998
2033,Algeria,DZA,0.0015481060606059
2034,Algeria,DZA,0.0015472064393938
2035,Algeria,DZA,0.0015463068181817
2036,Algeria,DZA,0.0015454071969695
2037,Algeria,DZA,0.0015445075757574
2038,Algeria,DZA,0.0015436079545453
2039,Algeria,DZA,0.0015427083333332
2040,Algeria,DZA,0.0015418087121211
2041,Algeria,DZA,0.0015409090909089
2042,Algeria,DZA,0.0015400094696968
2043,Algeria,DZA,0.0015391098484847
2044,Algeria,DZA,0.0015382102272726
2045,Algeria,DZA,0.0015373106060605
2046,Algeria,DZA,0.0015364109848483
2047,Algeria,DZA,0.0015355113636362
2048,Algeria,DZA,0.0015346117424241
2049,Algeria,DZA,0.0015337121212120003
2050,Algeria,DZA,0.0015328124999999
2021,Andorra,AND,0.0
2022,Andorra,AND,0.0
2023,Andorra,AND,0.0
2024,Andorra,AND,0.0
2025,Andorra,AND,0.0
2026,Andorra,AND,0.0
2027,Andorra,AND,0.0
2028,Andorra,AND,0.0
2029,Andorra,AND,0.0
2030,Andorra,AND,0.0
2031,Andorra,AND,0.0
2032,Andorra,AND,0.0
2033,Andorra,AND,0.0
2034,Andorra,AND,0.0
2035,Andorra,AND,0.0
2036,Andorra,AND,0.0
2037,Andorra,AND,0.0
2038,Andorra,AND,0.0
2039,Andorra,AND,0.0
2040,Andorra,AND,0.0
2041,Andorra,AND,0.0
2042,Andorra,AND,0.0
2043,Andorra,AND,0.0
2044,Andorra,AND,0.0
2045,Andorra,AND,0.0
2046,Andorra,AND,0.0
2047,Andorra,AND,0.0
2048,Andorra,AND,0.0
2049,Andorra,AND,0.0
2050,Andorra,AND,0.0
2021,Angola,AGO,0.0001095215311004
2022,Angola,AGO,0.0001369019138755
2023,Angola,AGO,0.0001642822966507
2024,Angola,AGO,0.0001916626794258
2025,Angola,AGO,0.0002190430622009
2026,Angola,AGO,0.000246423444976
2027,Angola,AGO,0.0002738038277511
2028,Angola,AGO,0.0003011842105263
2029,Angola,AGO,0.0003285645933014
2030,Angola,AGO,0.0003559449760765
2031,Angola,AGO,0.0003833253588516
2032,Angola,AGO,0.0004107057416267
2033,Angola,AGO,0.0004380861244018
2034,Angola,AGO,0.00046546650717700004
2035,Angola,AGO,0.0004928468899521
2036,Angola,AGO,0.0005202272727272
2037,Angola,AGO,0.0005476076555023
2038,Angola,AGO,0.0005749880382774
2039,Angola,AGO,0.0006023684210526
2040,Angola,AGO,0.0006297488038277
2041,Angola,AGO,0.0006571291866028
2042,Angola,AGO,0.0006845095693779
2043,Angola,AGO,0.000711889952153
2044,Angola,AGO,0.0007392703349281
2045,Angola,AGO,0.0007666507177033
2046,Angola,AGO,0.0007940311004784
2047,Angola,AGO,0.0008214114832535
2048,Angola,AGO,0.0008487918660286
2049,Angola,AGO,0.0008761722488037
2050,Angola,AGO,0.0009035526315789
2021,Argentina,ARG,0.002461212121212
2022,Argentina,ARG,0.002451515151515
2023,Argentina,ARG,0.002441818181818
2024,Argentina,ARG,0.0024321212121211
2025,Argentina,ARG,0.0024224242424241
2026,Argentina,ARG,0.0024127272727271
2027,Argentina,ARG,0.0024030303030301
2028,Argentina,ARG,0.0023933333333332
2029,Argentina,ARG,0.0023836363636362
2030,Argentina,ARG,0.0023739393939392
2031,Argentina,ARG,0.0023642424242423
2032,Argentina,ARG,0.0023545454545453
2033,Argentina,ARG,0.0023448484848483
2034,Argentina,ARG,0.0023351515151514
2035,Argentina,ARG,0.0023254545454544
2036,Argentina,ARG,0.0023157575757574
2037,Argentina,ARG,0.0023060606060604
2038,Argentina,ARG,0.0022963636363635
2039,Argentina,ARG,0.0022866666666665
2040,Argentina,ARG,0.0022769696969695
2041,Argentina,ARG,0.0022672727272726
2042,Argentina,ARG,0.0022575757575756
2043,Argentina,ARG,0.0022478787878786
2044,Argentina,ARG,0.0022381818181817
2045,Argentina,ARG,0.0022284848484847
2046,Argentina,ARG,0.0022187878787877
2047,Argentina,ARG,0.0022090909090907
2048,Argentina,ARG,0.0021993939393938
2049,Argentina,ARG,0.0021896969696968
2050,Argentina,ARG,0.0021799999999998
2021,Austria,AUT,0.0024473046251992
2022,Austria,AUT,0.002434130781499
2023,Austria,AUT,0.0024209569377989
2024,Austria,AUT,0.0024077830940987
2025,Austria,AUT,0.0023946092503986
2026,Austria,AUT,0.0023814354066984
2027,Austria,AUT,0.0023682615629982
2028,Austria,AUT,0.0023550877192981
2029,Austria,AUT,0.0023419138755979
2030,Austria,AUT,0.0023287400318978
2031,Austria,AUT,0.0023155661881976
2032,Austria,AUT,0.0023023923444974
2033,Austria,AUT,0.0022892185007973
2034,Austria,AUT,0.0022760446570971
2035,Austria,AUT,0.0022628708133970005
2036,Austria,AUT,0.0022496969696968
2037,Austria,AUT,0.0022365231259966
2038,Austria,AUT,0.0022233492822965
2039,Austria,AUT,0.0022101754385963
2040,Austria,AUT,0.0021970015948962
2041,Austria,AUT,0.002183827751196
2042,Austria,AUT,0.0021706539074958
2043,Austria,AUT,0.0021574800637957
2044,Austria,AUT,0.0021443062200955
2045,Austria,AUT,0.0021311323763954
2046,Austria,AUT,0.0021179585326952
2047,Austria,AUT,0.0021047846889949997
2048,Austria,AUT,0.0020916108452949
2049,Austria,AUT,0.0020784370015947
2050,Austria,AUT,0.0020652631578946
2021,Bahamas,BHS,0.0001553467314394
2022,Bahamas,BHS,0.0001941834142993
2023,Bahamas,BHS,0.0002330200971592
2024,Bahamas,BHS,0.000271856780019
2025,Bahamas,BHS,0.0003106934628789
2026,Bahamas,BHS,0.0003495301457388
2027,Bahamas,BHS,0.0003883668285986
2028,Bahamas,BHS,0.0004272035114585
2029,Bahamas,BHS,0.0004660401943184
2030,Bahamas,BHS,0.0005048768771782
2031,Bahamas,BHS,0.0005437135600381
2032,Bahamas,BHS,0.000582550242898
2033,Bahamas,BHS,0.0006213869257579
2034,Bahamas,BHS,0.0006602236086177
2035,Bahamas,BHS,0.0006990602914776
2036,Bahamas,BHS,0.0007378969743375
2037,Bahamas,BHS,0.0007767336571973
2038,Bahamas,BHS,0.0008155703400572
2039,Bahamas,BHS,0.0008544070229171
2040,Bahamas,BHS,0.0008932437057769
2041,Bahamas,BHS,0.0009320803886368
2042,Bahamas,BHS,0.0009709170714967
2043,Bahamas,BHS,0.0010097537543565
2044,Bahamas,BHS,0.0010485904372164
2045,Bahamas,BHS,0.0010874271200763
2046,Bahamas,BHS,0.0011262638029361
2047,Bahamas,BHS,0.001165100485796
2048,Bahamas,BHS,0.0012039371686559
2049,Bahamas,BHS,0.0012427738515158
2050,Bahamas,BHS,0.0012816105343756
2021,Bahrain,BHR,0.0023382466727945
2022,Bahrain,BHR,0.0023003083409931
2023,Bahrain,BHR,0.0022623700091918
2024,Bahrain,BHR,0.0022244316773904
2025,Bahrain,BHR,0.0021864933455891
2026,Bahrain,BHR,0.0021485550137878
2027,Bahrain,BHR,0.0021106166819864
2028,Bahrain,BHR,0.0020726783501851
2029,Bahrain,BHR,0.0020347400183837
2030,Bahrain,BHR,0.0019968016865824
2031,Bahrain,BHR,0.001958863354781
2032,Bahrain,BHR,0.0019209250229797
2033,Bahrain,BHR,0.0018829866911783
2034,Bahrain,BHR,0.0018450483593770001
2035,Bahrain,BHR,0.0018071100275757
2036,Bahrain,BHR,0.0017691716957743
2037,Bahrain,BHR,0.0017312333639729997
2038,Bahrain,BHR,0.0016932950321716
2039,Bahrain,BHR,0.0016553567003703
2040,Bahrain,BHR,0.0016174183685689
2041,Bahrain,BHR,0.0015794800367676
2042,Bahrain,BHR,0.0015415417049662
2043,Bahrain,BHR,0.0015036033731649
2044,Bahrain,BHR,0.0014656650413636
2045,Bahrain,BHR,0.0014277267095622
2046,Bahrain,BHR,0.0013897883777609
2047,Bahrain,BHR,0.0013518500459595
2048,Bahrain,BHR,0.0013139117141582
2049,Bahrain,BHR,0.0012759733823568
2050,Bahrain,BHR,0.0012380350505555
2021,Bangladesh,BGD,0.0480967729520854
2022,Bangladesh,BGD,0.0469551028194575
2023,Bangladesh,BGD,0.0458134326868295
2024,Bangladesh,BGD,0.0446717625542016
2025,Bangladesh,BGD,0.0435300924215736
2026,Bangladesh,BGD,0.0423884222889457
2027,Bangladesh,BGD,0.0412467521563177
2028,Bangladesh,BGD,0.0401050820236898
2029,Bangladesh,BGD,0.0389634118910618
2030,Bangladesh,BGD,0.0378217417584339
2031,Bangladesh,BGD,0.0366800716258059
2032,Bangladesh,BGD,0.035538401493178
2033,Bangladesh,BGD,0.03439673136055
2034,Bangladesh,BGD,0.0332550612279221
2035,Bangladesh,BGD,0.0321133910952941
2036,Bangladesh,BGD,0.0309717209626662
2037,Bangladesh,BGD,0.0298300508300382
2038,Bangladesh,BGD,0.0286883806974103
2039,Bangladesh,BGD,0.0275467105647823
2040,Bangladesh,BGD,0.0264050404321544
2041,Bangladesh,BGD,0.0252633702995264
2042,Bangladesh,BGD,0.0241217001668985
2043,Bangladesh,BGD,0.0229800300342705
2044,Bangladesh,BGD,0.0218383599016425
2045,Bangladesh,BGD,0.0206966897690146
2046,Bangladesh,BGD,0.0195550196363866
2047,Bangladesh,BGD,0.0184133495037587
2048,Bangladesh,BGD,0.0172716793711307
2049,Bangladesh,BGD,0.0161300092385028
2050,Bangladesh,BGD,0.0149883391058748
2021,Barbados,BRB,0.0
2022,Barbados,BRB,0.0
2023,Barbados,BRB,0.0
2024,Barbados,BRB,0.0
2025,Barbados,BRB,0.0
2026,Barbados,BRB,0.0
2027,Barbados,BRB,0.0
2028,Barbados,BRB,0.0
2029,Barbados,BRB,0.0
2030,Barbados,BRB,0.0
2031,Barbados,BRB,0.0
2032,Barbados,BRB,0.0
2033,Barbados,BRB,0.0
2034,Barbados,BRB,0.0
2035,Barbados,BRB,0.0
2036,Barbados,BRB,0.0
2037,Barbados,BRB,0.0
2038,Barbados,BRB,0.0
2039,Barbados,BRB,0.0
2040,Barbados,BRB,0.0
2041,Barbados,BRB,0.0
2042,Barbados,BRB,0.0
2043,Barbados,BRB,0.0
2044,Barbados,BRB,0.0
2045,Barbados,BRB,0.0
2046,Barbados,BRB,0.0
2047,Barbados,BRB,0.0
2048,Barbados,BRB,0.0
2049,Barbados,BRB,0.0
2050,Barbados,BRB,0.0
2021,Belgium,BEL,0.0023827651515149996
2022,Belgium,BEL,0.0023534564393938
2023,Belgium,BEL,0.0023241477272726
2024,Belgium,BEL,0.0022948390151514
2025,Belgium,BEL,0.0022655303030302
2026,Belgium,BEL,0.0022362215909089
2027,Belgium,BEL,0.0022069128787877
2028,Belgium,BEL,0.0021776041666665
2029,Belgium,BEL,0.0021482954545453
2030,Belgium,BEL,0.0021189867424241
2031,Belgium,BEL,0.0020896780303029
2032,Belgium,BEL,0.0020603693181817
2033,Belgium,BEL,0.0020310606060605
2034,Belgium,BEL,0.0020017518939392
2035,Belgium,BEL,0.001972443181818
2036,Belgium,BEL,0.0019431344696968
2037,Belgium,BEL,0.0019138257575756
2038,Belgium,BEL,0.0018845170454544
2039,Belgium,BEL,0.0018552083333332
2040,Belgium,BEL,0.0018258996212120002
2041,Belgium,BEL,0.0017965909090908
2042,Belgium,BEL,0.0017672821969695
2043,Belgium,BEL,0.0017379734848483
2044,Belgium,BEL,0.0017086647727271
2045,Belgium,BEL,0.0016793560606059
2046,Belgium,BEL,0.0016500473484847
2047,Belgium,BEL,0.0016207386363635
2048,Belgium,BEL,0.0015914299242423
2049,Belgium,BEL,0.0015621212121211
2050,Belgium,BEL,0.0015328124999999
2021,Belize,BLZ,0.0007880541137092
2022,Belize,BLZ,0.0007875993382214
2023,Belize,BLZ,0.0007871445627336
2024,Belize,BLZ,0.0007866897872458
2025,Belize,BLZ,0.000786235011758
2026,Belize,BLZ,0.0007857802362702
2027,Belize,BLZ,0.0007853254607824
2028,Belize,BLZ,0.0007848706852946
2029,Belize,BLZ,0.0007844159098068
2030,Belize,BLZ,0.0007839611343189998
2031,Belize,BLZ,0.0007835063588312
2032,Belize,BLZ,0.0007830515833434
2033,Belize,BLZ,0.0007825968078556
2034,Belize,BLZ,0.0007821420323678
2035,Belize,BLZ,0.0007816872568800001
2036,Belize,BLZ,0.0007812324813922
2037,Belize,BLZ,0.0007807777059044
2038,Belize,BLZ,0.0007803229304166
2039,Belize,BLZ,0.0007798681549288
2040,Belize,BLZ,0.0007794133794409
2041,Belize,BLZ,0.0007789586039531
2042,Belize,BLZ,0.0007785038284653
2043,Belize,BLZ,0.0007780490529775
2044,Belize,BLZ,0.0007775942774897
2045,Belize,BLZ,0.0007771395020019
2046,Belize,BLZ,0.0007766847265141
2047,Belize,BLZ,0.0007762299510263
2048,Belize,BLZ,0.0007757751755385
2049,Belize,BLZ,0.0007753204000507
2050,Belize,BLZ,0.0007748656245629
2021,Benin,BEN,0.0008100182876987
2022,Benin,BEN,0.0010125228596234
2023,Benin,BEN,0.0012150274315481
2024,Benin,BEN,0.0014175320034728
2025,Benin,BEN,0.0016200365753975
2026,Benin,BEN,0.0018225411473222
2027,Benin,BEN,0.0020250457192469
2028,Benin,BEN,0.0022275502911716
2029,Benin,BEN,0.0024300548630963
2030,Benin,BEN,0.002632559435021
2031,Benin,BEN,0.0028350640069457
2032,Benin,BEN,0.0030375685788704
2033,Benin,BEN,0.0032400731507951
2034,Benin,BEN,0.0034425777227198
2035,Benin,BEN,0.0036450822946444
2036,Benin,BEN,0.0038475868665691
2037,Benin,BEN,0.0040500914384938
2038,Benin,BEN,0.0042525960104185
2039,Benin,BEN,0.0044551005823432
2040,Benin,BEN,0.0046576051542679
2041,Benin,BEN,0.0048601097261926
2042,Benin,BEN,0.0050626142981173
2043,Benin,BEN,0.005265118870042
2044,Benin,BEN,0.0054676234419667
2045,Benin,BEN,0.0056701280138914
2046,Benin,BEN,0.0058726325858161
2047,Benin,BEN,0.0060751371577408
2048,Benin,BEN,0.0062776417296655
2049,Benin,BEN,0.0064801463015902
2050,Benin,BEN,0.0066826508735149
2021,Bolivia (Plurinational State of),BOL,0.0024446969696968
2022,Bolivia (Plurinational State of),BOL,0.0024308712121211
2023,Bolivia (Plurinational State of),BOL,0.0024170454545453
2024,Bolivia (Plurinational State of),BOL,0.0024032196969695
2025,Bolivia (Plurinational State of),BOL,0.0023893939393938
2026,Bolivia (Plurinational State of),BOL,0.0023755681818179997
2027,Bolivia (Plurinational State of),BOL,0.0023617424242423
2028,Bolivia (Plurinational State of),BOL,0.0023479166666665
2029,Bolivia (Plurinational State of),BOL,0.0023340909090907
2030,Bolivia (Plurinational State of),BOL,0.002320265151515
2031,Bolivia (Plurinational State of),BOL,0.0023064393939392
2032,Bolivia (Plurinational State of),BOL,0.0022926136363635
2033,Bolivia (Plurinational State of),BOL,0.0022787878787877
2034,Bolivia (Plurinational State of),BOL,0.0022649621212119998
2035,Bolivia (Plurinational State of),BOL,0.0022511363636362
2036,Bolivia (Plurinational State of),BOL,0.0022373106060604
2037,Bolivia (Plurinational State of),BOL,0.0022234848484847
2038,Bolivia (Plurinational State of),BOL,0.0022096590909089
2039,Bolivia (Plurinational State of),BOL,0.0021958333333332
2040,Bolivia (Plurinational State of),BOL,0.0021820075757574
2041,Bolivia (Plurinational State of),BOL,0.0021681818181816
2042,Bolivia (Plurinational State of),BOL,0.0021543560606059
2043,Bolivia (Plurinational State of),BOL,0.0021405303030301
2044,Bolivia (Plurinational State of),BOL,0.0021267045454544
2045,Bolivia (Plurinational State of),BOL,0.0021128787878786
2046,Bolivia (Plurinational State of),BOL,0.0020990530303029
2047,Bolivia (Plurinational State of),BOL,0.0020852272727271
2048,Bolivia (Plurinational State of),BOL,0.0020714015151513
2049,Bolivia (Plurinational State of),BOL,0.0020575757575756
2050,Bolivia (Plurinational State of),BOL,0.0020437499999998
2021,Bosnia and Herzegovina,BIH,0.0023456060606059
2022,Bosnia and Herzegovina,BIH,0.0023070075757574
2023,Bosnia and Herzegovina,BIH,0.0022684090909089
2024,Bosnia and Herzegovina,BIH,0.0022298106060605
2025,Bosnia and Herzegovina,BIH,0.0021912121212119997
2026,Bosnia and Herzegovina,BIH,0.0021526136363635
2027,Bosnia and Herzegovina,BIH,0.002114015151515
2028,Bosnia and Herzegovina,BIH,0.0020754166666665
2029,Bosnia and Herzegovina,BIH,0.002036818181818
2030,Bosnia and Herzegovina,BIH,0.0019982196969695
2031,Bosnia and Herzegovina,BIH,0.0019596212121211
2032,Bosnia and Herzegovina,BIH,0.0019210227272726
2033,Bosnia and Herzegovina,BIH,0.0018824242424241
2034,Bosnia and Herzegovina,BIH,0.0018438257575756
2035,Bosnia and Herzegovina,BIH,0.0018052272727271
2036,Bosnia and Herzegovina,BIH,0.0017666287878786
2037,Bosnia and Herzegovina,BIH,0.0017280303030302
2038,Bosnia and Herzegovina,BIH,0.0016894318181817
2039,Bosnia and Herzegovina,BIH,0.0016508333333332
2040,Bosnia and Herzegovina,BIH,0.0016122348484847
2041,Bosnia and Herzegovina,BIH,0.0015736363636362
2042,Bosnia and Herzegovina,BIH,0.0015350378787877
2043,Bosnia and Herzegovina,BIH,0.0014964393939392
2044,Bosnia and Herzegovina,BIH,0.0014578409090908
2045,Bosnia and Herzegovina,BIH,0.0014192424242423
2046,Bosnia and Herzegovina,BIH,0.0013806439393938
2047,Bosnia and Herzegovina,BIH,0.0013420454545453
2048,Bosnia and Herzegovina,BIH,0.0013034469696968
2049,Bosnia and Herzegovina,BIH,0.0012648484848483
2050,Bosnia and Herzegovina,BIH,0.0012262499999999
2021,Botswana,BWA,0.0024744242424241
2022,Botswana,BWA,0.0024680303030301
2023,Botswana,BWA,0.0024616363636362
2024,Botswana,BWA,0.0024552424242423
2025,Botswana,BWA,0.0024488484848483
2026,Botswana,BWA,0.0024424545454544
2027,Botswana,BWA,0.0024360606060604
2028,Botswana,BWA,0.0024296666666665
2029,Botswana,BWA,0.0024232727272726
2030,Botswana,BWA,0.0024168787878786
2031,Botswana,BWA,0.0024104848484847
2032,Botswana,BWA,0.0024040909090907
2033,Botswana,BWA,0.0023976969696968
2034,Botswana,BWA,0.0023913030303029
2035,Botswana,BWA,0.0023849090909089
2036,Botswana,BWA,0.0023785151515149996
2037,Botswana,BWA,0.0023721212121210005
2038,Botswana,BWA,0.0023657272727271
2039,Botswana,BWA,0.0023593333333332
2040,Botswana,BWA,0.0023529393939392
2041,Botswana,BWA,0.0023465454545453
2042,Botswana,BWA,0.0023401515151513
2043,Botswana,BWA,0.0023337575757574
2044,Botswana,BWA,0.0023273636363635
2045,Botswana,BWA,0.0023209696969695
2046,Botswana,BWA,0.0023145757575756
2047,Botswana,BWA,0.0023081818181816
2048,Botswana,BWA,0.0023017878787877
2049,Botswana,BWA,0.0022953939393938
2050,Botswana,BWA,0.0022889999999998
2021,Brazil,BRA,0.0027947866520251
2022,Brazil,BRA,0.0028684833150314
2023,Brazil,BRA,0.0029421799780377
2024,Brazil,BRA,0.0030158766410440002
2025,Brazil,BRA,0.0030895733040503
2026,Brazil,BRA,0.0031632699670567
2027,Brazil,BRA,0.003236966630063
2028,Brazil,BRA,0.0033106632930693
2029,Brazil,BRA,0.0033843599560756
2030,Brazil,BRA,0.0034580566190819
2031,Brazil,BRA,0.0035317532820882
2032,Brazil,BRA,0.0036054499450945
2033,Brazil,BRA,0.0036791466081008
2034,Brazil,BRA,0.0037528432711072
2035,Brazil,BRA,0.0038265399341135
2036,Brazil,BRA,0.0039002365971198
2037,Brazil,BRA,0.0039739332601261
2038,Brazil,BRA,0.0040476299231324
2039,Brazil,BRA,0.0041213265861387
2040,Brazil,BRA,0.004195023249145
2041,Brazil,BRA,0.0042687199121513
2042,Brazil,BRA,0.0043424165751577
2043,Brazil,BRA,0.004416113238164001
2044,Brazil,BRA,0.0044898099011703
2045,Brazil,BRA,0.0045635065641766
2046,Brazil,BRA,0.0046372032271829
2047,Brazil,BRA,0.0047108998901892
2048,Brazil,BRA,0.0047845965531955
2049,Brazil,BRA,0.0048582932162018
2050,Brazil,BRA,0.0049319898792081
2021,Brunei Darussalam,BRN,4.568231647124291e-05
2022,Brunei Darussalam,BRN,5.710289558905364e-05
2023,Brunei Darussalam,BRN,6.852347470686436e-05
2024,Brunei Darussalam,BRN,7.99440538246751e-05
2025,Brunei Darussalam,BRN,9.136463294248582e-05
2026,Brunei Darussalam,BRN,0.0001027852120602
2027,Brunei Darussalam,BRN,0.0001142057911781
2028,Brunei Darussalam,BRN,0.0001256263702959
2029,Brunei Darussalam,BRN,0.0001370469494137
2030,Brunei Darussalam,BRN,0.0001484675285315
2031,Brunei Darussalam,BRN,0.0001598881076493
2032,Brunei Darussalam,BRN,0.0001713086867671
2033,Brunei Darussalam,BRN,0.0001827292658849
2034,Brunei Darussalam,BRN,0.0001941498450027
2035,Brunei Darussalam,BRN,0.0002055704241205
2036,Brunei Darussalam,BRN,0.0002169910032384
2037,Brunei Darussalam,BRN,0.0002284115823562
2038,Brunei Darussalam,BRN,0.00023983216147400001
2039,Brunei Darussalam,BRN,0.0002512527405918
2040,Brunei Darussalam,BRN,0.0002626733197096
2041,Brunei Darussalam,BRN,0.0002740938988274
2042,Brunei Darussalam,BRN,0.0002855144779452
2043,Brunei Darussalam,BRN,0.00029693505706299996
2044,Brunei Darussalam,BRN,0.0003083556361808
2045,Brunei Darussalam,BRN,0.0003197762152987
2046,Brunei Darussalam,BRN,0.0003311967944165
2047,Brunei Darussalam,BRN,0.0003426173735343
2048,Brunei Darussalam,BRN,0.0003540379526521
2049,Brunei Darussalam,BRN,0.0003654585317699
2050,Brunei Darussalam,BRN,0.0003768791108877
2021,Bulgaria,BGR,0.00011890909090899998
2022,Bulgaria,BGR,0.0001486363636363
2023,Bulgaria,BGR,0.0001783636363636
2024,Bulgaria,BGR,0.0002080909090908
2025,Bulgaria,BGR,0.0002378181818181
2026,Bulgaria,BGR,0.0002675454545454
2027,Bulgaria,BGR,0.0002972727272726
2028,Bulgaria,BGR,0.0003269999999999
2029,Bulgaria,BGR,0.0003567272727272
2030,Bulgaria,BGR,0.0003864545454545
2031,Bulgaria,BGR,0.0004161818181817
2032,Bulgaria,BGR,0.00044590909090900003
2033,Bulgaria,BGR,0.0004756363636363
2034,Bulgaria,BGR,0.0005053636363635
2035,Bulgaria,BGR,0.0005350909090908
2036,Bulgaria,BGR,0.0005648181818181
2037,Bulgaria,BGR,0.0005945454545453
2038,Bulgaria,BGR,0.0006242727272726
2039,Bulgaria,BGR,0.0006539999999999
2040,Bulgaria,BGR,0.0006837272727272
2041,Bulgaria,BGR,0.0007134545454544
2042,Bulgaria,BGR,0.0007431818181817
2043,Bulgaria,BGR,0.000772909090909
2044,Bulgaria,BGR,0.0008026363636362
2045,Bulgaria,BGR,0.0008323636363635
2046,Bulgaria,BGR,0.0008620909090908
2047,Bulgaria,BGR,0.0008918181818180001
2048,Bulgaria,BGR,0.0009215454545453
2049,Bulgaria,BGR,0.0009512727272726
2050,Bulgaria,BGR,0.0009809999999999
2021,Burkina Faso,BFA,0.0024942424242423
2022,Burkina Faso,BFA,0.0024928030303029
2023,Burkina Faso,BFA,0.0024913636363635
2024,Burkina Faso,BFA,0.0024899242424241
2025,Burkina Faso,BFA,0.0024884848484847
2026,Burkina Faso,BFA,0.0024870454545453
2027,Burkina Faso,BFA,0.0024856060606059
2028,Burkina Faso,BFA,0.0024841666666665
2029,Burkina Faso,BFA,0.0024827272727271
2030,Burkina Faso,BFA,0.0024812878787877
2031,Burkina Faso,BFA,0.0024798484848483
2032,Burkina Faso,BFA,0.0024784090909089
2033,Burkina Faso,BFA,0.0024769696969695
2034,Burkina Faso,BFA,0.0024755303030302
2035,Burkina Faso,BFA,0.0024740909090908
2036,Burkina Faso,BFA,0.0024726515151514
2037,Burkina Faso,BFA,0.002471212121212
2038,Burkina Faso,BFA,0.0024697727272726
2039,Burkina Faso,BFA,0.0024683333333332
2040,Burkina Faso,BFA,0.0024668939393938
2041,Burkina Faso,BFA,0.0024654545454544
2042,Burkina Faso,BFA,0.0024640151515149997
2043,Burkina Faso,BFA,0.0024625757575756
2044,Burkina Faso,BFA,0.0024611363636362
2045,Burkina Faso,BFA,0.0024596969696968
2046,Burkina Faso,BFA,0.0024582575757574
2047,Burkina Faso,BFA,0.002456818181818
2048,Burkina Faso,BFA,0.0024553787878786
2049,Burkina Faso,BFA,0.0024539393939392
2050,Burkina Faso,BFA,0.0024524999999999
2021,Burundi,BDI,0.0024942424242423
2022,Burundi,BDI,0.0024928030303029
2023,Burundi,BDI,0.0024913636363635
2024,Burundi,BDI,0.0024899242424241
2025,Burundi,BDI,0.0024884848484847
2026,Burundi,BDI,0.0024870454545453
2027,Burundi,BDI,0.0024856060606059
2028,Burundi,BDI,0.0024841666666665
2029,Burundi,BDI,0.0024827272727271
2030,Burundi,BDI,0.0024812878787877
2031,Burundi,BDI,0.0024798484848483
2032,Burundi,BDI,0.0024784090909089
2033,Burundi,BDI,0.0024769696969695
2034,Burundi,BDI,0.0024755303030302
2035,Burundi,BDI,0.0024740909090908
2036,Burundi,BDI,0.0024726515151514
2037,Burundi,BDI,0.002471212121212
2038,Burundi,BDI,0.0024697727272726
2039,Burundi,BDI,0.0024683333333332
2040,Burundi,BDI,0.0024668939393938
2041,Burundi,BDI,0.0024654545454544
2042,Burundi,BDI,0.0024640151515149997
2043,Burundi,BDI,0.0024625757575756
2044,Burundi,BDI,0.0024611363636362
2045,Burundi,BDI,0.0024596969696968
2046,Burundi,BDI,0.0024582575757574
2047,Burundi,BDI,0.002456818181818
2048,Burundi,BDI,0.0024553787878786
2049,Burundi,BDI,0.0024539393939392
2050,Burundi,BDI,0.0024524999999999
2021,Cabo Verde,CPV,0.0024942424242423
2022,Cabo Verde,CPV,0.0024928030303029
2023,Cabo Verde,CPV,0.0024913636363635
2024,Cabo Verde,CPV,0.0024899242424241
2025,Cabo Verde,CPV,0.0024884848484847
2026,Cabo Verde,CPV,0.0024870454545453
2027,Cabo Verde,CPV,0.0024856060606059
2028,Cabo Verde,CPV,0.0024841666666665
2029,Cabo Verde,CPV,0.0024827272727271
2030,Cabo Verde,CPV,0.0024812878787877
2031,Cabo Verde,CPV,0.0024798484848483
2032,Cabo Verde,CPV,0.0024784090909089
