iso_code3,Nation,Year,frac_trns_fuelmix_road_heavy_freight_biofuels
ARE,United Arab Emirates,2022,0.008066785284204105
ARE,United Arab Emirates,2023,0.008111478378920331
ARE,United Arab Emirates,2024,0.00815487061167279
ARE,United Arab Emirates,2025,0.008197017963171849
ARE,United Arab Emirates,2026,0.008074214987748162
ARE,United Arab Emirates,2027,0.007959276014409818
ARE,United Arab Emirates,2028,0.007851469092153299
ARE,United Arab Emirates,2029,0.0077501503727894225
ARE,United Arab Emirates,2030,0.007654751242332793
ARE,United Arab Emirates,2031,0.00756790092755061
ARE,United Arab Emirates,2032,0.007485698279205783
ARE,United Arab Emirates,2033,0.007407779949784627
ARE,United Arab Emirates,2034,0.007333819504457503
ARE,United Arab Emirates,2035,0.007263522849705149
ARE,United Arab Emirates,2036,0.007195797945329962
ARE,United Arab Emirates,2037,0.007131205891535638
ARE,United Arab Emirates,2038,0.007069534221203706
ARE,United Arab Emirates,2039,0.007010589254933206
ARE,United Arab Emirates,2040,0.006954194069291015
ARE,United Arab Emirates,2041,0.0069077433396858325
ARE,United Arab Emirates,2042,0.00686303544593895
ARE,United Arab Emirates,2043,0.00681997410722887
ARE,United Arab Emirates,2044,0.006778470006388375
ARE,United Arab Emirates,2045,0.006738440171515446
ARE,United Arab Emirates,2046,0.006707765399659322
ARE,United Arab Emirates,2047,0.006678007421294839
ARE,United Arab Emirates,2048,0.006649125740529232
ARE,United Arab Emirates,2049,0.0066210822118672645
ARE,United Arab Emirates,2050,0.006593840872127924
ARG,Argentina,2021,8.667764583513911e-05
ARG,Argentina,2022,8.667764583513911e-05
ARG,Argentina,2023,8.667764583513911e-05
ARG,Argentina,2024,8.667764583513911e-05
ARG,Argentina,2025,8.667764583513911e-05
ARG,Argentina,2026,8.667764583513911e-05
ARG,Argentina,2027,8.667764583513911e-05
ARG,Argentina,2028,8.667764583513911e-05
ARG,Argentina,2029,8.667764583513911e-05
ARG,Argentina,2030,8.667764583513911e-05
ARG,Argentina,2031,8.667764583513911e-05
ARG,Argentina,2032,8.667764583513911e-05
ARG,Argentina,2033,8.667764583513911e-05
ARG,Argentina,2034,8.667764583513911e-05
ARG,Argentina,2035,8.667764583513911e-05
ARG,Argentina,2036,8.667764583513911e-05
ARG,Argentina,2037,8.667764583513911e-05
ARG,Argentina,2038,8.667764583513911e-05
ARG,Argentina,2039,8.667764583513911e-05
ARG,Argentina,2040,8.667764583513911e-05
ARG,Argentina,2041,8.667764583513911e-05
ARG,Argentina,2042,8.667764583513911e-05
ARG,Argentina,2043,8.667764583513911e-05
ARG,Argentina,2044,8.667764583513911e-05
ARG,Argentina,2045,8.667764583513911e-05
ARG,Argentina,2046,8.667764583513911e-05
ARG,Argentina,2047,8.667764583513911e-05
ARG,Argentina,2048,8.667764583513911e-05
ARG,Argentina,2049,8.667764583513911e-05
ARG,Argentina,2050,8.667764583513911e-05
ARM,Armenia,2021,0.0
ARM,Armenia,2022,0.0
ARM,Armenia,2023,0.0
ARM,Armenia,2024,0.0
ARM,Armenia,2025,0.0
ARM,Armenia,2026,0.0
ARM,Armenia,2027,0.0
ARM,Armenia,2028,0.0
ARM,Armenia,2029,0.0
ARM,Armenia,2030,0.0
ARM,Armenia,2031,0.0
ARM,Armenia,2032,0.0
ARM,Armenia,2033,0.0
ARM,Armenia,2034,0.0
ARM,Armenia,2035,0.0
ARM,Armenia,2036,0.0
ARM,Armenia,2037,0.0
ARM,Armenia,2038,0.0
ARM,Armenia,2039,0.0
ARM,Armenia,2040,0.0
ARM,Armenia,2041,0.0
ARM,Armenia,2042,0.0
ARM,Armenia,2043,0.0
ARM,Armenia,2044,0.0
ARM,Armenia,2045,0.0
ARM,Armenia,2046,0.0
ARM,Armenia,2047,0.0
ARM,Armenia,2048,0.0
ARM,Armenia,2049,0.0
ARM,Armenia,2050,0.0
AUS,Australia,2021,0.0
AUS,Australia,2022,0.0
AUS,Australia,2023,0.0
AUS,Australia,2024,0.0
AUS,Australia,2025,0.0
AUS,Australia,2026,0.0
AUS,Australia,2027,0.0
AUS,Australia,2028,0.0
AUS,Australia,2029,0.0
AUS,Australia,2030,0.0
AUS,Australia,2031,0.0
AUS,Australia,2032,0.0
AUS,Australia,2033,0.0
AUS,Australia,2034,0.0
AUS,Australia,2035,0.0
AUS,Australia,2036,0.0
AUS,Australia,2037,0.0
AUS,Australia,2038,0.0
AUS,Australia,2039,0.0
AUS,Australia,2040,0.0
AUS,Australia,2041,0.0
AUS,Australia,2042,0.0
AUS,Australia,2043,0.0
AUS,Australia,2044,0.0
AUS,Australia,2045,0.0
AUS,Australia,2046,0.0
AUS,Australia,2047,0.0
AUS,Australia,2048,0.0
AUS,Australia,2049,0.0
AUS,Australia,2050,0.0
AUT,Austria,2021,0.0013526019790702645
AUT,Austria,2022,0.0013526019790702645
AUT,Austria,2023,0.0013526019790702645
AUT,Austria,2024,0.0013526019790702645
AUT,Austria,2025,0.0013526019790702645
AUT,Austria,2026,0.0013526019790702645
AUT,Austria,2027,0.0013526019790702645
AUT,Austria,2028,0.0013526019790702645
AUT,Austria,2029,0.0013526019790702645
AUT,Austria,2030,0.0013526019790702645
AUT,Austria,2031,0.0013526019790702645
AUT,Austria,2032,0.0013526019790702645
AUT,Austria,2033,0.0013526019790702645
AUT,Austria,2034,0.0013526019790702645
AUT,Austria,2035,0.0013526019790702645
AUT,Austria,2036,0.0013526019790702645
AUT,Austria,2037,0.0013526019790702645
AUT,Austria,2038,0.0013526019790702645
AUT,Austria,2039,0.0013526019790702645
AUT,Austria,2040,0.0013526019790702645
AUT,Austria,2041,0.0013526019790702645
AUT,Austria,2042,0.0013526019790702645
AUT,Austria,2043,0.0013526019790702645
AUT,Austria,2044,0.0013526019790702645
AUT,Austria,2045,0.0013526019790702645
AUT,Austria,2046,0.0013526019790702645
AUT,Austria,2047,0.0013526019790702645
AUT,Austria,2048,0.0013526019790702645
AUT,Austria,2049,0.0013526019790702645
AUT,Austria,2050,0.0013526019790702645
AZE,Azerbaijan,2021,0.00029120559114735004
AZE,Azerbaijan,2022,0.00029120559114735004
AZE,Azerbaijan,2023,0.00029120559114735004
AZE,Azerbaijan,2024,0.00029120559114735004
AZE,Azerbaijan,2025,0.00029120559114735004
AZE,Azerbaijan,2026,0.00029120559114735004
AZE,Azerbaijan,2027,0.00029120559114735004
AZE,Azerbaijan,2028,0.00029120559114735004
AZE,Azerbaijan,2029,0.00029120559114735004
AZE,Azerbaijan,2030,0.00029120559114735004
AZE,Azerbaijan,2031,0.00029120559114735004
AZE,Azerbaijan,2032,0.00029120559114735004
AZE,Azerbaijan,2033,0.00029120559114735004
AZE,Azerbaijan,2034,0.00029120559114735004
AZE,Azerbaijan,2035,0.00029120559114735004
AZE,Azerbaijan,2036,0.00029120559114735004
AZE,Azerbaijan,2037,0.00029120559114735004
AZE,Azerbaijan,2038,0.00029120559114735004
AZE,Azerbaijan,2039,0.00029120559114735004
AZE,Azerbaijan,2040,0.00029120559114735004
AZE,Azerbaijan,2041,0.00029120559114735004
AZE,Azerbaijan,2042,0.00029120559114735004
AZE,Azerbaijan,2043,0.00029120559114735004
AZE,Azerbaijan,2044,0.00029120559114735004
AZE,Azerbaijan,2045,0.00029120559114735004
AZE,Azerbaijan,2046,0.00029120559114735004
AZE,Azerbaijan,2047,0.00029120559114735004
AZE,Azerbaijan,2048,0.00029120559114735004
AZE,Azerbaijan,2049,0.00029120559114735004
AZE,Azerbaijan,2050,0.00029120559114735004
BDI,Burundi,2021,0.007061296029324081
BDI,Burundi,2022,0.007181341158256222
BDI,Burundi,2023,0.0072975797441238565
BDI,Burundi,2024,0.007410190015219198
BDI,Burundi,2025,0.007519339244250921
BDI,Burundi,2026,0.007627922624393371
BDI,Burundi,2027,0.007733003247917691
BDI,Burundi,2028,0.007834747915895049
BDI,Burundi,2029,0.007933313004136463
BDI,Burundi,2030,0.008028845265150903
BDI,Burundi,2031,0.008133442421089418
BDI,Burundi,2032,0.008234866008678758
BDI,Burundi,2033,0.008333258302768315
BDI,Burundi,2034,0.00842875319895695
BDI,Burundi,2035,0.008521476821509973
BDI,Burundi,2036,0.0086156962022964
BDI,Burundi,2037,0.00870705406409302
BDI,Burundi,2038,0.008795678816919493
BDI,Burundi,2039,0.008881691300867434
BDI,Burundi,2040,0.008965205335819671
BDI,Burundi,2041,0.00904468374875587
BDI,Burundi,2042,0.00912172959323204
BDI,Burundi,2043,0.009196452865125116
BDI,Burundi,2044,0.009268957027060782
BDI,Burundi,2045,0.00933933948637328
BDI,Burundi,2046,0.009399826813780229
BDI,Burundi,2047,0.009458440327998611
BDI,Burundi,2048,0.009515265773098192
BDI,Burundi,2049,0.009570383740312386
BDI,Burundi,2050,0.00962387004938748
BEL,Belgium,2021,0.00013508493465266288
BEL,Belgium,2022,0.00013508493465266288
BEL,Belgium,2023,0.00013508493465266288
BEL,Belgium,2024,0.00013508493465266288
BEL,Belgium,2025,0.00013508493465266288
BEL,Belgium,2026,0.00013508493465266288
BEL,Belgium,2027,0.00013508493465266288
BEL,Belgium,2028,0.00013508493465266288
BEL,Belgium,2029,0.00013508493465266288
BEL,Belgium,2030,0.00013508493465266288
BEL,Belgium,2031,0.00013508493465266288
BEL,Belgium,2032,0.00013508493465266288
BEL,Belgium,2033,0.00013508493465266288
BEL,Belgium,2034,0.00013508493465266288
BEL,Belgium,2035,0.00013508493465266288
BEL,Belgium,2036,0.00013508493465266288
BEL,Belgium,2037,0.00013508493465266288
BEL,Belgium,2038,0.00013508493465266288
BEL,Belgium,2039,0.00013508493465266288
BEL,Belgium,2040,0.00013508493465266288
BEL,Belgium,2041,0.00013508493465266288
BEL,Belgium,2042,0.00013508493465266288
BEL,Belgium,2043,0.00013508493465266288
BEL,Belgium,2044,0.00013508493465266288
BEL,Belgium,2045,0.00013508493465266288
BEL,Belgium,2046,0.00013508493465266288
BEL,Belgium,2047,0.00013508493465266288
BEL,Belgium,2048,0.00013508493465266288
BEL,Belgium,2049,0.00013508493465266288
BEL,Belgium,2050,0.00013508493465266288
BEN,Benin,2021,0.03020739940050495
BEN,Benin,2022,0.030246885165724578
BEN,Benin,2023,0.03028451401529802
BEN,Benin,2024,0.030320413929010262
BEN,Benin,2025,0.030354701390165658
BEN,Benin,2026,0.030408411134964175
BEN,Benin,2027,0.03045975152527046
BEN,Benin,2028,0.03050887596029617
BEN,Benin,2029,0.03055592487695089
BEN,Benin,2030,0.030601027090667532
BEN,Benin,2031,0.030592044781968877
BEN,Benin,2032,0.03058346572112527
BEN,Benin,2033,0.030575263349443497
BEN,Benin,2034,0.030567413390404276
BEN,Benin,2035,0.03055989360968505
BEN,Benin,2036,0.030438719353575484
BEN,Benin,2037,0.0303234796673789
BEN,Benin,2038,0.030213748999103406
BEN,Benin,2039,0.03010914153385681
BEN,Benin,2040,0.030009306661450314
BEN,Benin,2041,0.02976621906825591
BEN,Benin,2042,0.0295362324094088
BEN,Benin,2043,0.02931831538495145
BEN,Benin,2044,0.029111542171881593
BEN,Benin,2045,0.02891507927568054
BEN,Benin,2046,0.028555686686508347
BEN,Benin,2047,0.02821744231552099
BEN,Benin,2048,0.027898532835459906
BEN,Benin,2049,0.027597346467178607
BEN,Benin,2050,0.027312445734557562
BFA,Burkina Faso,2021,0.021109732641029194
BFA,Burkina Faso,2022,0.021247281433648697
BFA,Burkina Faso,2023,0.021379434574311525
BFA,Burkina Faso,2024,0.021506503440150974
BFA,Burkina Faso,2025,0.021628775901508725
BFA,Burkina Faso,2026,0.02169924947493109
BFA,Burkina Faso,2027,0.021766459501113077
BFA,Burkina Faso,2028,0.02183062754629834
BFA,Burkina Faso,2029,0.021891955564033273
BFA,Burkina Faso,2030,0.021950628018290175
BFA,Burkina Faso,2031,0.022011001138412575
BFA,Burkina Faso,2032,0.022068615283492136
BFA,Burkina Faso,2033,0.022123655351225756
BFA,Burkina Faso,2034,0.022176290078651302
BFA,Burkina Faso,2035,0.022226673770010058
BFA,Burkina Faso,2036,0.02224237412709138
BFA,Burkina Faso,2037,0.02225733228744468
BFA,Burkina Faso,2038,0.022271599664209267
BFA,Burkina Faso,2039,0.02228522302907169
BFA,Burkina Faso,2040,0.022298245024480214
BFA,Burkina Faso,2041,0.022248969108420443
BFA,Burkina Faso,2042,0.02220214716951345
BFA,Burkina Faso,2043,0.022157600346644758
BFA,Burkina Faso,2044,0.02211516674842758
BFA,Burkina Faso,2045,0.02207469948729479
BFA,Burkina Faso,2046,0.02195031682995593
BFA,Burkina Faso,2047,0.021832583568522093
BFA,Burkina Faso,2048,0.02172098037739402
BFA,Burkina Faso,2049,0.021615040638709077
BFA,Burkina Faso,2050,0.0215143439209989
BGD,Bangladesh,2021,0.016356211080585718
BGD,Bangladesh,2022,0.016512502888536347
BGD,Bangladesh,2023,0.016663048151694983
BGD,Bangladesh,2024,0.016808158082580706
BGD,Bangladesh,2025,0.01694812181996665
BGD,Bangladesh,2026,0.017074401121313584
BGD,Bangladesh,2027,0.017196189376888743
BGD,Bangladesh,2028,0.01731372198275969
BGD,Bangladesh,2029,0.017427218166580393
BGD,Bangladesh,2030,0.0175368823523363
BGD,Bangladesh,2031,0.017620312947676336
BGD,Bangladesh,2032,0.01770085200960744
BGD,Bangladesh,2033,0.017778647299507205
BGD,Bangladesh,2034,0.017853836679623907
BGD,Bangladesh,2035,0.017926548928399108
BGD,Bangladesh,2036,0.017940474509621388
BGD,Bangladesh,2037,0.017953885420271265
BGD,Bangladesh,2038,0.01796680967494621
BGD,Bangladesh,2039,0.01797927329128557
BGD,Bangladesh,2040,0.017991300464791218
BGD,Bangladesh,2041,0.017944045591178428
BGD,Bangladesh,2042,0.01789860956964681
BGD,Bangladesh,2043,0.017854889370890647
BGD,Bangladesh,2044,0.01781278960289195
BGD,Bangladesh,2045,0.017772221816130335
BGD,Bangladesh,2046,0.017672458630160363
BGD,Bangladesh,2047,0.017576651979602422
BGD,Bangladesh,2048,0.01748457107102984
BGD,Bangladesh,2049,0.017396002718899618
BGD,Bangladesh,2050,0.01731074969778548
BGR,Bulgaria,2021,0.0
BGR,Bulgaria,2022,0.0
BGR,Bulgaria,2023,0.0
BGR,Bulgaria,2024,0.0
BGR,Bulgaria,2025,0.0
BGR,Bulgaria,2026,0.0
BGR,Bulgaria,2027,0.0
BGR,Bulgaria,2028,0.0
BGR,Bulgaria,2029,0.0
BGR,Bulgaria,2030,0.0
BGR,Bulgaria,2031,0.0
BGR,Bulgaria,2032,0.0
BGR,Bulgaria,2033,0.0
BGR,Bulgaria,2034,0.0
BGR,Bulgaria,2035,0.0
BGR,Bulgaria,2036,0.0
BGR,Bulgaria,2037,0.0
BGR,Bulgaria,2038,0.0
BGR,Bulgaria,2039,0.0
BGR,Bulgaria,2040,0.0
BGR,Bulgaria,2041,0.0
BGR,Bulgaria,2042,0.0
BGR,Bulgaria,2043,0.0
BGR,Bulgaria,2044,0.0
BGR,Bulgaria,2045,0.0
BGR,Bulgaria,2046,0.0
BGR,Bulgaria,2047,0.0
BGR,Bulgaria,2048,0.0
BGR,Bulgaria,2049,0.0
BGR,Bulgaria,2050,0.0
BHR,Bahrain,2021,0.012442765386860906
BHR,Bahrain,2022,0.012498020305644036
BHR,Bahrain,2023,0.012551047554984813
BHR,Bahrain,2024,0.012601979189723082
BHR,Bahrain,2025,0.012650937029441709
BHR,Bahrain,2026,0.012433451447023828
BHR,Bahrain,2027,0.012232238198844458
BHR,Bahrain,2028,0.012045536890379599
BHR,Bahrain,2029,0.011871832215943514
BHR,Bahrain,2030,0.01170981274057089
BHR,Bahrain,2031,0.011514480451795943
BHR,Bahrain,2032,0.011332736688023228
BHR,Bahrain,2033,0.011163211159125814
BHR,Bahrain,2034,0.01100471182645218
BHR,Bahrain,2035,0.010856196831368813
BHR,Bahrain,2036,0.010699966849405359
BHR,Bahrain,2037,0.010553458721483052
BHR,Bahrain,2038,0.010415792375163985
BHR,Bahrain,2039,0.010286190851491704
BHR,Bahrain,2040,0.010163965633163035
BHR,Bahrain,2041,0.010044655173492826
BHR,Bahrain,2042,0.00993176366349158
BHR,Bahrain,2043,0.009824786659759676
BHR,Bahrain,2044,0.009723271226286518
BHR,Bahrain,2045,0.009626809523984243
BHR,Bahrain,2046,0.009525384000586286
BHR,Bahrain,2047,0.009428764654629032
BHR,Bahrain,2048,0.009336617772585218
BHR,Bahrain,2049,0.009248639836931354
BHR,Bahrain,2050,0.009164554186348803
BIH,Bosnia and Herzegovina,2021,0.0
BIH,Bosnia and Herzegovina,2022,0.0
BIH,Bosnia and Herzegovina,2023,0.0
BIH,Bosnia and Herzegovina,2024,0.0
BIH,Bosnia and Herzegovina,2025,0.0
BIH,Bosnia and Herzegovina,2026,0.0
BIH,Bosnia and Herzegovina,2027,0.0
BIH,Bosnia and Herzegovina,2028,0.0
BIH,Bosnia and Herzegovina,2029,0.0
BIH,Bosnia and Herzegovina,2030,0.0
BIH,Bosnia and Herzegovina,2031,0.0
BIH,Bosnia and Herzegovina,2032,0.0
BIH,Bosnia and Herzegovina,2033,0.0
BIH,Bosnia and Herzegovina,2034,0.0
BIH,Bosnia and Herzegovina,2035,0.0
BIH,Bosnia and Herzegovina,2036,0.0
BIH,Bosnia and Herzegovina,2037,0.0
BIH,Bosnia and Herzegovina,2038,0.0
BIH,Bosnia and Herzegovina,2039,0.0
BIH,Bosnia and Herzegovina,2040,0.0
BIH,Bosnia and Herzegovina,2041,0.0
BIH,Bosnia and Herzegovina,2042,0.0
BIH,Bosnia and Herzegovina,2043,0.0
BIH,Bosnia and Herzegovina,2044,0.0
BIH,Bosnia and Herzegovina,2045,0.0
BIH,Bosnia and Herzegovina,2046,0.0
BIH,Bosnia and Herzegovina,2047,0.0
BIH,Bosnia and Herzegovina,2048,0.0
BIH,Bosnia and Herzegovina,2049,0.0
BIH,Bosnia and Herzegovina,2050,0.0
BLR,Belarus,2021,0.0
BLR,Belarus,2022,0.0
BLR,Belarus,2023,0.0
BLR,Belarus,2024,0.0
BLR,Belarus,2025,0.0
BLR,Belarus,2026,0.0
BLR,Belarus,2027,0.0
BLR,Belarus,2028,0.0
BLR,Belarus,2029,0.0
BLR,Belarus,2030,0.0
BLR,Belarus,2031,0.0
BLR,Belarus,2032,0.0
BLR,Belarus,2033,0.0
BLR,Belarus,2034,0.0
BLR,Belarus,2035,0.0
BLR,Belarus,2036,0.0
BLR,Belarus,2037,0.0
BLR,Belarus,2038,0.0
BLR,Belarus,2039,0.0
BLR,Belarus,2040,0.0
BLR,Belarus,2041,0.0
BLR,Belarus,2042,0.0
BLR,Belarus,2043,0.0
BLR,Belarus,2044,0.0
BLR,Belarus,2045,0.0
BLR,Belarus,2046,0.0
BLR,Belarus,2047,0.0
BLR,Belarus,2048,0.0
BLR,Belarus,2049,0.0
BLR,Belarus,2050,0.0
BLZ,Belize,2021,0.024844011399759856
BLZ,Belize,2022,0.02475865736442064
BLZ,Belize,2023,0.024674550128346764
BLZ,Belize,2024,0.024591662570903457
BLZ,Belize,2025,0.024509968352371937
BLZ,Belize,2026,0.024300547494221496
BLZ,Belize,2027,0.024096078507670576
BLZ,Belize,2028,0.023896387810345296
BLZ,Belize,2029,0.023701309839153275
BLZ,Belize,2030,0.02351068659247057
BLZ,Belize,2031,0.02328752028695295
BLZ,Belize,2032,0.023069854531403672
BLZ,Belize,2033,0.02285748843718132
BLZ,Belize,2034,0.022650230780342125
BLZ,Belize,2035,0.022447899427339862
BLZ,Belize,2036,0.0222102179294883
BLZ,Belize,2037,0.02197872094345146
BLZ,Belize,2038,0.021753170186282453
BLZ,Belize,2039,0.02153333946088187
BLZ,Belize,2040,0.021319013899340933
BLZ,Belize,2041,0.021073145892352724
BLZ,Belize,2042,0.0208339356594433
BLZ,Belize,2043,0.020601116387762578
BLZ,Belize,2044,0.020374435333358084
BLZ,Belize,2045,0.020153652905933257
BLZ,Belize,2046,0.019906193745639747
BLZ,Belize,2047,0.0196656057651776
BLZ,Belize,2048,0.01943160669611212
BLZ,Belize,2049,0.01920392952196146
BLZ,Belize,2050,0.01898232146178113
BOL,Bolivia,2021,0.06941394274078598
BOL,Bolivia,2022,0.06887138991382653
BOL,Bolivia,2023,0.06834242105605069
BOL,Bolivia,2024,0.06782653231937914
BOL,Bolivia,2025,0.06732324446930552
BOL,Bolivia,2026,0.06597865444073019
BOL,Bolivia,2027,0.0646984767858992
BOL,Bolivia,2028,0.06347819127824073
BOL,Bolivia,2029,0.06231369097440069
BOL,Bolivia,2030,0.06120123603676154
BOL,Bolivia,2031,0.05993858572864388
BOL,Bolivia,2032,0.05873719048022289
BOL,Bolivia,2033,0.057592698346895205
BOL,Bolivia,2034,0.05650116009958815
BOL,Bolivia,2035,0.05545898369547843
BOL,Bolivia,2036,0.05424079370148015
BOL,Bolivia,2037,0.053084011483540944
BOL,Bolivia,2038,0.05198410793592786
BOL,Bolivia,2039,0.050936988655620574
BOL,Bolivia,2040,0.04993894301104853
BOL,Bolivia,2041,0.0487849159003388
BOL,Bolivia,2042,0.0476907639426684
BOL,Bolivia,2043,0.046651945152127186
BOL,Bolivia,2044,0.04566436560540423
BOL,Bolivia,2045,0.0447243255204222
BOL,Bolivia,2046,0.04366163796749411
BOL,Bolivia,2047,0.042654714889338585
BOL,Bolivia,2048,0.04169927915026813
BOL,Bolivia,2049,0.040791480118761825
BOL,Bolivia,2050,0.03992784179825644
BRA,Brazil,2021,0.19580125322071623
BRA,Brazil,2022,0.19580125322071623
BRA,Brazil,2023,0.19580125322071623
BRA,Brazil,2024,0.19580125322071623
BRA,Brazil,2025,0.19580125322071623
BRA,Brazil,2026,0.19580125322071623
BRA,Brazil,2027,0.19580125322071623
BRA,Brazil,2028,0.19580125322071623
BRA,Brazil,2029,0.19580125322071623
BRA,Brazil,2030,0.19580125322071623
BRA,Brazil,2031,0.19580125322071623
BRA,Brazil,2032,0.19580125322071623
BRA,Brazil,2033,0.19580125322071623
BRA,Brazil,2034,0.19580125322071623
BRA,Brazil,2035,0.19580125322071623
BRA,Brazil,2036,0.19580125322071623
BRA,Brazil,2037,0.19580125322071623
BRA,Brazil,2038,0.19580125322071623
BRA,Brazil,2039,0.19580125322071623
BRA,Brazil,2040,0.19580125322071623
BRA,Brazil,2041,0.19580125322071623
BRA,Brazil,2042,0.19580125322071623
BRA,Brazil,2043,0.19580125322071623
BRA,Brazil,2044,0.19580125322071623
BRA,Brazil,2045,0.19580125322071623
BRA,Brazil,2046,0.19580125322071623
BRA,Brazil,2047,0.19580125322071623
BRA,Brazil,2048,0.19580125322071623
BRA,Brazil,2049,0.19580125322071623
BRA,Brazil,2050,0.19580125322071623
BRB,Barbados,2021,0.0032495708262729782
BRB,Barbados,2022,0.003252828278740694
BRB,Barbados,2023,0.003256025613946061
BRB,Barbados,2024,0.003259164480895792
BRB,Barbados,2025,0.0032622464688337014
BRB,Barbados,2026,0.003277691463044277
BRB,Barbados,2027,0.0032929990006019248
