,Nation,iso_code3,Year,frac_scoe_heat_energy_other_se_electricity
0,Aruba,ABW,2020,0.1421165763464428
1,Aruba,ABW,2021,0.1421165763464428
2,Aruba,ABW,2022,0.1421165763464428
3,Aruba,ABW,2023,0.1421165763464428
4,Aruba,ABW,2024,0.1421165763464428
5,Aruba,ABW,2025,0.1421165763464428
6,Aruba,ABW,2026,0.1421165763464428
7,Aruba,ABW,2027,0.1421165763464428
8,Aruba,ABW,2028,0.1421165763464428
9,Aruba,ABW,2029,0.1421165763464428
10,Aruba,ABW,2030,0.1421165763464428
11,Aruba,ABW,2031,0.1421165763464428
12,Aruba,ABW,2032,0.1421165763464428
13,Aruba,ABW,2033,0.1421165763464428
14,Aruba,ABW,2034,0.1421165763464428
15,Aruba,ABW,2035,0.1421165763464428
16,Aruba,ABW,2036,0.1421165763464428
17,Aruba,ABW,2037,0.1421165763464428
18,Aruba,ABW,2038,0.1421165763464428
19,Aruba,ABW,2039,0.1421165763464428
20,Aruba,ABW,2040,0.1421165763464428
21,Aruba,ABW,2041,0.1421165763464428
22,Aruba,ABW,2042,0.1421165763464428
23,Aruba,ABW,2043,0.1421165763464428
24,Aruba,ABW,2044,0.1421165763464428
25,Aruba,ABW,2045,0.1421165763464428
26,Aruba,ABW,2046,0.1421165763464428
27,Aruba,ABW,2047,0.1421165763464428
28,Aruba,ABW,2048,0.1421165763464428
29,Aruba,ABW,2049,0.1421165763464428
30,Aruba,ABW,2050,0.1421165763464428
31,Africa Eastern and Southern,AFE,2020,0.1421165763464428
32,Africa Eastern and Southern,AFE,2021,0.1421165763464428
33,Africa Eastern and Southern,AFE,2022,0.1421165763464428
34,Africa Eastern and Southern,AFE,2023,0.1421165763464428
35,Africa Eastern and Southern,AFE,2024,0.1421165763464428
36,Africa Eastern and Southern,AFE,2025,0.1421165763464428
37,Africa Eastern and Southern,AFE,2026,0.1421165763464428
38,Africa Eastern and Southern,AFE,2027,0.1421165763464428
39,Africa Eastern and Southern,AFE,2028,0.1421165763464428
40,Africa Eastern and Southern,AFE,2029,0.1421165763464428
41,Africa Eastern and Southern,AFE,2030,0.1421165763464428
42,Africa Eastern and Southern,AFE,2031,0.1421165763464428
43,Africa Eastern and Southern,AFE,2032,0.1421165763464428
44,Africa Eastern and Southern,AFE,2033,0.1421165763464428
45,Africa Eastern and Southern,AFE,2034,0.1421165763464428
46,Africa Eastern and Southern,AFE,2035,0.1421165763464428
47,Africa Eastern and Southern,AFE,2036,0.1421165763464428
48,Africa Eastern and Southern,AFE,2037,0.1421165763464428
49,Africa Eastern and Southern,AFE,2038,0.1421165763464428
50,Africa Eastern and Southern,AFE,2039,0.1421165763464428
51,Africa Eastern and Southern,AFE,2040,0.1421165763464428
52,Africa Eastern and Southern,AFE,2041,0.1421165763464428
53,Africa Eastern and Southern,AFE,2042,0.1421165763464428
54,Africa Eastern and Southern,AFE,2043,0.1421165763464428
55,Africa Eastern and Southern,AFE,2044,0.1421165763464428
56,Africa Eastern and Southern,AFE,2045,0.1421165763464428
57,Africa Eastern and Southern,AFE,2046,0.1421165763464428
58,Africa Eastern and Southern,AFE,2047,0.1421165763464428
59,Africa Eastern and Southern,AFE,2048,0.1421165763464428
60,Africa Eastern and Southern,AFE,2049,0.1421165763464428
61,Africa Eastern and Southern,AFE,2050,0.1421165763464428
62,Afghanistan,AFG,2020,0.1421165763464428
63,Afghanistan,AFG,2021,0.1421165763464428
64,Afghanistan,AFG,2022,0.1421165763464428
65,Afghanistan,AFG,2023,0.1421165763464428
66,Afghanistan,AFG,2024,0.1421165763464428
67,Afghanistan,AFG,2025,0.1421165763464428
68,Afghanistan,AFG,2026,0.1421165763464428
69,Afghanistan,AFG,2027,0.1421165763464428
70,Afghanistan,AFG,2028,0.1421165763464428
71,Afghanistan,AFG,2029,0.1421165763464428
72,Afghanistan,AFG,2030,0.1421165763464428
73,Afghanistan,AFG,2031,0.1421165763464428
74,Afghanistan,AFG,2032,0.1421165763464428
75,Afghanistan,AFG,2033,0.1421165763464428
76,Afghanistan,AFG,2034,0.1421165763464428
77,Afghanistan,AFG,2035,0.1421165763464428
78,Afghanistan,AFG,2036,0.1421165763464428
79,Afghanistan,AFG,2037,0.1421165763464428
80,Afghanistan,AFG,2038,0.1421165763464428
81,Afghanistan,AFG,2039,0.1421165763464428
82,Afghanistan,AFG,2040,0.1421165763464428
83,Afghanistan,AFG,2041,0.1421165763464428
84,Afghanistan,AFG,2042,0.1421165763464428
85,Afghanistan,AFG,2043,0.1421165763464428
86,Afghanistan,AFG,2044,0.1421165763464428
87,Afghanistan,AFG,2045,0.1421165763464428
88,Afghanistan,AFG,2046,0.1421165763464428
89,Afghanistan,AFG,2047,0.1421165763464428
90,Afghanistan,AFG,2048,0.1421165763464428
91,Afghanistan,AFG,2049,0.1421165763464428
92,Afghanistan,AFG,2050,0.1421165763464428
93,Africa Western and Central,AFW,2020,0.1421165763464428
94,Africa Western and Central,AFW,2021,0.1421165763464428
95,Africa Western and Central,AFW,2022,0.1421165763464428
96,Africa Western and Central,AFW,2023,0.1421165763464428
97,Africa Western and Central,AFW,2024,0.1421165763464428
98,Africa Western and Central,AFW,2025,0.1421165763464428
99,Africa Western and Central,AFW,2026,0.1421165763464428
100,Africa Western and Central,AFW,2027,0.1421165763464428
101,Africa Western and Central,AFW,2028,0.1421165763464428
102,Africa Western and Central,AFW,2029,0.1421165763464428
103,Africa Western and Central,AFW,2030,0.1421165763464428
104,Africa Western and Central,AFW,2031,0.1421165763464428
105,Africa Western and Central,AFW,2032,0.1421165763464428
106,Africa Western and Central,AFW,2033,0.1421165763464428
107,Africa Western and Central,AFW,2034,0.1421165763464428
108,Africa Western and Central,AFW,2035,0.1421165763464428
109,Africa Western and Central,AFW,2036,0.1421165763464428
110,Africa Western and Central,AFW,2037,0.1421165763464428
111,Africa Western and Central,AFW,2038,0.1421165763464428
112,Africa Western and Central,AFW,2039,0.1421165763464428
113,Africa Western and Central,AFW,2040,0.1421165763464428
114,Africa Western and Central,AFW,2041,0.1421165763464428
115,Africa Western and Central,AFW,2042,0.1421165763464428
116,Africa Western and Central,AFW,2043,0.1421165763464428
117,Africa Western and Central,AFW,2044,0.1421165763464428
118,Africa Western and Central,AFW,2045,0.1421165763464428
119,Africa Western and Central,AFW,2046,0.1421165763464428
120,Africa Western and Central,AFW,2047,0.1421165763464428
121,Africa Western and Central,AFW,2048,0.1421165763464428
122,Africa Western and Central,AFW,2049,0.1421165763464428
123,Africa Western and Central,AFW,2050,0.1421165763464428
124,Angola,AGO,2020,0.1421165763464428
125,Angola,AGO,2021,0.1421165763464428
126,Angola,AGO,2022,0.1421165763464428
127,Angola,AGO,2023,0.1421165763464428
128,Angola,AGO,2024,0.1421165763464428
129,Angola,AGO,2025,0.1421165763464428
130,Angola,AGO,2026,0.1421165763464428
131,Angola,AGO,2027,0.1421165763464428
132,Angola,AGO,2028,0.1421165763464428
133,Angola,AGO,2029,0.1421165763464428
134,Angola,AGO,2030,0.1421165763464428
135,Angola,AGO,2031,0.1421165763464428
136,Angola,AGO,2032,0.1421165763464428
137,Angola,AGO,2033,0.1421165763464428
138,Angola,AGO,2034,0.1421165763464428
139,Angola,AGO,2035,0.1421165763464428
140,Angola,AGO,2036,0.1421165763464428
141,Angola,AGO,2037,0.1421165763464428
142,Angola,AGO,2038,0.1421165763464428
143,Angola,AGO,2039,0.1421165763464428
144,Angola,AGO,2040,0.1421165763464428
145,Angola,AGO,2041,0.1421165763464428
146,Angola,AGO,2042,0.1421165763464428
147,Angola,AGO,2043,0.1421165763464428
148,Angola,AGO,2044,0.1421165763464428
149,Angola,AGO,2045,0.1421165763464428
150,Angola,AGO,2046,0.1421165763464428
151,Angola,AGO,2047,0.1421165763464428
152,Angola,AGO,2048,0.1421165763464428
153,Angola,AGO,2049,0.1421165763464428
154,Angola,AGO,2050,0.1421165763464428
155,Albania,ALB,2020,0.1421165763464428
156,Albania,ALB,2021,0.1421165763464428
157,Albania,ALB,2022,0.1421165763464428
158,Albania,ALB,2023,0.1421165763464428
159,Albania,ALB,2024,0.1421165763464428
160,Albania,ALB,2025,0.1421165763464428
161,Albania,ALB,2026,0.1421165763464428
162,Albania,ALB,2027,0.1421165763464428
163,Albania,ALB,2028,0.1421165763464428
164,Albania,ALB,2029,0.1421165763464428
165,Albania,ALB,2030,0.1421165763464428
166,Albania,ALB,2031,0.1421165763464428
167,Albania,ALB,2032,0.1421165763464428
168,Albania,ALB,2033,0.1421165763464428
169,Albania,ALB,2034,0.1421165763464428
170,Albania,ALB,2035,0.1421165763464428
171,Albania,ALB,2036,0.1421165763464428
172,Albania,ALB,2037,0.1421165763464428
173,Albania,ALB,2038,0.1421165763464428
174,Albania,ALB,2039,0.1421165763464428
175,Albania,ALB,2040,0.1421165763464428
176,Albania,ALB,2041,0.1421165763464428
177,Albania,ALB,2042,0.1421165763464428
178,Albania,ALB,2043,0.1421165763464428
179,Albania,ALB,2044,0.1421165763464428
180,Albania,ALB,2045,0.1421165763464428
181,Albania,ALB,2046,0.1421165763464428
182,Albania,ALB,2047,0.1421165763464428
183,Albania,ALB,2048,0.1421165763464428
184,Albania,ALB,2049,0.1421165763464428
185,Albania,ALB,2050,0.1421165763464428
186,Andorra,AND,2020,0.1421165763464428
