iso_code3,Nation,Year,frac_inen_energy_recycled_metals_diesel
ALB,Albania,2000,0.12000000000000001
ALB,Albania,2001,0.12305825242718449
ALB,Albania,2002,0.10702247191011237
ALB,Albania,2003,0.11657608695652175
ALB,Albania,2004,0.12015706806282722
ALB,Albania,2005,0.11545454545454546
ALB,Albania,2006,0.1106896551724138
ALB,Albania,2007,0.10324675324675324
ALB,Albania,2008,0.08896551724137931
ALB,Albania,2009,0.07625
ALB,Albania,2010,0.07093023255813953
ALB,Albania,2011,0.057798165137614675
ALB,Albania,2012,0.05
ALB,Albania,2013,0.037815126050420166
ALB,Albania,2014,0.0896551724137931
ALB,Albania,2015,0.01926605504587156
ALB,Albania,2016,0.02327586206896552
ALB,Albania,2017,0.025675675675675677
ALB,Albania,2018,0.014130434782608694
ALB,Albania,2019,0.013541666666666665
ALB,Albania,2020,0.012499999999999997
ARG,Argentina,2000,0.0572154607462886
ARG,Argentina,2001,0.06192000000000001
ARG,Argentina,2002,0.05032300690060197
ARG,Argentina,2003,0.04609457323498419
ARG,Argentina,2004,0.03912669267844847
ARG,Argentina,2005,0.0407819601445053
ARG,Argentina,2006,0.044844439146501366
ARG,Argentina,2007,0.04112495789828225
ARG,Argentina,2008,0.040116093300670994
ARG,Argentina,2009,0.047778555186286514
ARG,Argentina,2010,0.042925571112748716
ARG,Argentina,2011,0.04535837394508499
ARG,Argentina,2012,0.04774641954507161
ARG,Argentina,2013,0.03943929409136602
ARG,Argentina,2014,0.04080629301868239
ARG,Argentina,2015,0.025861287398005438
ARG,Argentina,2016,0.024612148303970547
ARG,Argentina,2017,0.02671023595314887
ARG,Argentina,2018,0.0277269139700079
ARG,Argentina,2019,0.02163331530557058
ARG,Argentina,2020,0.0
ARM,Armenia,2000,0.0
ARM,Armenia,2001,0.0
ARM,Armenia,2002,0.0
ARM,Armenia,2003,0.0
ARM,Armenia,2004,0.0
ARM,Armenia,2005,0.0
ARM,Armenia,2006,0.0
ARM,Armenia,2007,0.0
ARM,Armenia,2008,0.0
ARM,Armenia,2009,0.0
ARM,Armenia,2010,0.0
ARM,Armenia,2011,0.0
ARM,Armenia,2012,0.0
ARM,Armenia,2013,0.0
ARM,Armenia,2014,0.0
ARM,Armenia,2015,0.0
ARM,Armenia,2016,0.010480349344978166
ARM,Armenia,2017,0.010674157303370785
ARM,Armenia,2018,0.014318181818181817
ARM,Armenia,2019,0.017119565217391303
ARM,Armenia,2020,0.016153846153846154
AUS,Australia,2000,0.01227104103872015
AUS,Australia,2001,0.01036911401138389
AUS,Australia,2002,0.010341500673353298
AUS,Australia,2003,0.012932468225776645
AUS,Australia,2004,0.01218392846568366
AUS,Australia,2005,0.012372008482278096
AUS,Australia,2006,0.012251409765005718
AUS,Australia,2007,0.011651221075945678
AUS,Australia,2008,0.01367090064852834
AUS,Australia,2009,0.011641296878579014
AUS,Australia,2010,0.010449241540256709
AUS,Australia,2011,0.01599126097212018
AUS,Australia,2012,0.017461849511307984
AUS,Australia,2013,0.01508395639279896
AUS,Australia,2014,0.01292921542298101
AUS,Australia,2015,0.007435680637758182
AUS,Australia,2016,0.005428152089162043
AUS,Australia,2017,0.0040511530204750575
AUS,Australia,2018,0.004667507452419169
AUS,Australia,2019,0.00447534139956131
AUS,Australia,2020,0.004014702733566484
AUT,Austria,2000,0.015266924018454005
AUT,Austria,2001,0.016487935656836462
AUT,Austria,2002,0.00998683468121121
AUT,Austria,2003,0.010179129940290021
AUT,Austria,2004,0.012494215640906987
AUT,Austria,2005,0.013435897435897437
AUT,Austria,2006,0.01321545910427114
AUT,Austria,2007,0.014328542094455853
AUT,Austria,2008,0.012187062665215362
AUT,Austria,2009,0.007948896400874924
AUT,Austria,2010,0.011003714333952388
AUT,Austria,2011,0.007356948228882834
AUT,Austria,2012,0.006196492394647162
AUT,Austria,2013,0.006414355367276795
AUT,Austria,2014,0.0059382040553588675
AUT,Austria,2015,0.0015112436527766585
AUT,Austria,2016,0.0008491710473109583
AUT,Austria,2017,0.00018678496381041324
AUT,Austria,2018,0.00022125813449023864
AUT,Austria,2019,0.00024150700370310736
AUT,Austria,2020,0.0002364894455636331
AZE,Azerbaijan,2000,0.0204
AZE,Azerbaijan,2001,0.005701754385964913
AZE,Azerbaijan,2002,0.0032786885245901644
AZE,Azerbaijan,2003,0.0030487804878048777
AZE,Azerbaijan,2004,0.006796116504854369
AZE,Azerbaijan,2005,0.005774518790100825
AZE,Azerbaijan,2006,0.005585106382978724
AZE,Azerbaijan,2007,0.004711637487126673
AZE,Azerbaijan,2008,0.0049626467449306304
AZE,Azerbaijan,2009,0.009375
AZE,Azerbaijan,2010,0.010493827160493827
AZE,Azerbaijan,2011,0.005963302752293578
AZE,Azerbaijan,2012,0.0014173228346456691
AZE,Azerbaijan,2013,0.0012864493996569467
AZE,Azerbaijan,2014,0.0007908611599297011
AZE,Azerbaijan,2015,0.0008137432188065098
AZE,Azerbaijan,2016,0.0021875
AZE,Azerbaijan,2017,0.0
AZE,Azerbaijan,2018,0.0010714285714285715
AZE,Azerbaijan,2019,0.0032085561497326204
AZE,Azerbaijan,2020,0.0
BEL,Belgium,2000,0.00631872889427656
