Year,iso_code3,frac_agrc_fibers_cl2_dry
2027,AND,0.1176470588235294
2028,AND,0.1176470588235294
2029,AND,0.1176470588235294
2030,AND,0.1176470588235294
2031,AND,0.1176470588235294
2032,AND,0.1176470588235294
2033,AND,0.1176470588235294
2034,AND,0.1176470588235294
2035,AND,0.1176470588235294
2036,AND,0.1176470588235294
2037,AND,0.1176470588235294
2038,AND,0.1176470588235294
2039,AND,0.1176470588235294
2040,AND,0.1176470588235294
2041,AND,0.1176470588235294
2042,AND,0.1176470588235294
2043,AND,0.1176470588235294
2044,AND,0.1176470588235294
2045,AND,0.1176470588235294
2046,AND,0.1176470588235294
2047,AND,0.1176470588235294
2048,AND,0.1176470588235294
2049,AND,0.1176470588235294
2050,AND,0.1176470588235294
2021,ARE,1.0
2022,ARE,1.0
2023,ARE,1.0
2024,ARE,1.0
2025,ARE,1.0
2026,ARE,1.0
2027,ARE,1.0
2028,ARE,1.0
2029,ARE,1.0
2030,ARE,1.0
2031,ARE,1.0
2032,ARE,1.0
2033,ARE,1.0
2034,ARE,1.0
2035,ARE,1.0
2036,ARE,1.0
2037,ARE,1.0
2038,ARE,1.0
2039,ARE,1.0
2040,ARE,1.0
2041,ARE,1.0
2042,ARE,1.0
2043,ARE,1.0
2044,ARE,1.0
2045,ARE,1.0
2046,ARE,1.0
2047,ARE,1.0
2048,ARE,1.0
2049,ARE,1.0
2050,ARE,1.0
2021,ARG,0.6850626819061522
2022,ARG,0.6850626819061522
2023,ARG,0.6850626819061522
2024,ARG,0.6850626819061522
2025,ARG,0.6850626819061522
2026,ARG,0.6850626819061522
2027,ARG,0.6850626819061522
2028,ARG,0.6850626819061522
2029,ARG,0.6850626819061522
2030,ARG,0.6850626819061522
2031,ARG,0.6850626819061522
2032,ARG,0.6850626819061522
2033,ARG,0.6850626819061522
2034,ARG,0.6850626819061522
2035,ARG,0.6850626819061522
2036,ARG,0.6850626819061522
2037,ARG,0.6850626819061522
2038,ARG,0.6850626819061522
2039,ARG,0.6850626819061522
2040,ARG,0.6850626819061522
2041,ARG,0.6850626819061522
2042,ARG,0.6850626819061522
2043,ARG,0.6850626819061522
2044,ARG,0.6850626819061522
2045,ARG,0.6850626819061522
2046,ARG,0.6850626819061522
2047,ARG,0.6850626819061522
2048,ARG,0.6850626819061522
2049,ARG,0.6850626819061522
2050,ARG,0.6850626819061522
2021,ARM,0.1449336376326693
2022,ARM,0.1449336376326693
2023,ARM,0.1449336376326693
2024,ARM,0.1449336376326693
2025,ARM,0.1449336376326693
2026,ARM,0.1449336376326693
2027,ARM,0.1449336376326693
2028,ARM,0.1449336376326693
2029,ARM,0.1449336376326693
2030,ARM,0.1449336376326693
2031,ARM,0.1449336376326693
2032,ARM,0.1449336376326693
2033,ARM,0.1449336376326693
2034,ARM,0.1449336376326693
2035,ARM,0.1449336376326693
2036,ARM,0.1449336376326693
2037,ARM,0.1449336376326693
2038,ARM,0.1449336376326693
2039,ARM,0.1449336376326693
2040,ARM,0.1449336376326693
2041,ARM,0.1449336376326693
2042,ARM,0.1449336376326693
2043,ARM,0.1449336376326693
2044,ARM,0.1449336376326693
2045,ARM,0.1449336376326693
2046,ARM,0.1449336376326693
2047,ARM,0.1449336376326693
2048,ARM,0.1449336376326693
2049,ARM,0.1449336376326693
2050,ARM,0.1449336376326693
2021,ASM,0.0
2022,ASM,0.0
2023,ASM,0.0
2024,ASM,0.0
2025,ASM,0.0
2026,ASM,0.0
2027,ASM,0.0
2028,ASM,0.0
2029,ASM,0.0
2030,ASM,0.0
2031,ASM,0.0
2032,ASM,0.0
2033,ASM,0.0
2034,ASM,0.0
2035,ASM,0.0
2036,ASM,0.0
2037,ASM,0.0
2038,ASM,0.0
2039,ASM,0.0
2040,ASM,0.0
2041,ASM,0.0
2042,ASM,0.0
2043,ASM,0.0
2044,ASM,0.0
2045,ASM,0.0
2046,ASM,0.0
2047,ASM,0.0
2048,ASM,0.0
2049,ASM,0.0
2050,ASM,0.0
2021,ATG,0.0
2022,ATG,0.0
2023,ATG,0.0
2024,ATG,0.0
2025,ATG,0.0
2026,ATG,0.0
2027,ATG,0.0
2028,ATG,0.0
2029,ATG,0.0
2030,ATG,0.0
2031,ATG,0.0
2032,ATG,0.0
2033,ATG,0.0
2034,ATG,0.0
2035,ATG,0.0
2036,ATG,0.0
2037,ATG,0.0
2038,ATG,0.0
2039,ATG,0.0
2040,ATG,0.0
2041,ATG,0.0
2042,ATG,0.0
2043,ATG,0.0
2044,ATG,0.0
2045,ATG,0.0
2046,ATG,0.0
2047,ATG,0.0
2048,ATG,0.0
2049,ATG,0.0
2050,ATG,0.0
2021,AUS,0.8075837813994919
2022,AUS,0.8075837813994919
2023,AUS,0.8075837813994919
2024,AUS,0.8075837813994919
2025,AUS,0.8075837813994919
2026,AUS,0.8075837813994919
2027,AUS,0.8075837813994919
2028,AUS,0.8075837813994919
2029,AUS,0.8075837813994919
2030,AUS,0.8075837813994919
2031,AUS,0.8075837813994919
2032,AUS,0.8075837813994919
2033,AUS,0.8075837813994919
2034,AUS,0.8075837813994919
2035,AUS,0.8075837813994919
2036,AUS,0.8075837813994919
2037,AUS,0.8075837813994919
2038,AUS,0.8075837813994919
2039,AUS,0.8075837813994919
2040,AUS,0.8075837813994919
2041,AUS,0.8075837813994919
2042,AUS,0.8075837813994919
2043,AUS,0.8075837813994919
2044,AUS,0.8075837813994919
2045,AUS,0.8075837813994919
2046,AUS,0.8075837813994919
2047,AUS,0.8075837813994919
2048,AUS,0.8075837813994919
2049,AUS,0.8075837813994919
2050,AUS,0.8075837813994919
2021,AUT,0.096812556177833
2022,AUT,0.096812556177833
2023,AUT,0.096812556177833
2024,AUT,0.096812556177833
2025,AUT,0.096812556177833
2026,AUT,0.096812556177833
2027,AUT,0.096812556177833
2028,AUT,0.096812556177833
2029,AUT,0.096812556177833
2030,AUT,0.096812556177833
2031,AUT,0.096812556177833
2032,AUT,0.096812556177833
2033,AUT,0.096812556177833
2034,AUT,0.096812556177833
2035,AUT,0.096812556177833
2036,AUT,0.096812556177833
2037,AUT,0.096812556177833
2038,AUT,0.096812556177833
2039,AUT,0.096812556177833
2040,AUT,0.096812556177833
2041,AUT,0.096812556177833
2042,AUT,0.096812556177833
2043,AUT,0.096812556177833
2044,AUT,0.096812556177833
2045,AUT,0.096812556177833
2046,AUT,0.096812556177833
2047,AUT,0.096812556177833
2048,AUT,0.096812556177833
2049,AUT,0.096812556177833
2050,AUT,0.096812556177833
2021,AZE,0.6093900853713234
2022,AZE,0.6093900853713234
2023,AZE,0.6093900853713234
2024,AZE,0.6093900853713234
2025,AZE,0.6093900853713234
2026,AZE,0.6093900853713234
2027,AZE,0.6093900853713234
2028,AZE,0.6093900853713234
2029,AZE,0.6093900853713234
2030,AZE,0.6093900853713234
2031,AZE,0.6093900853713234
2032,AZE,0.6093900853713234
2033,AZE,0.6093900853713234
2034,AZE,0.6093900853713234
2035,AZE,0.6093900853713234
2036,AZE,0.6093900853713234
2037,AZE,0.6093900853713234
2038,AZE,0.6093900853713234
2039,AZE,0.6093900853713234
2040,AZE,0.6093900853713234
2041,AZE,0.6093900853713234
2042,AZE,0.6093900853713234
2043,AZE,0.6093900853713234
2044,AZE,0.6093900853713234
2045,AZE,0.6093900853713234
2046,AZE,0.6093900853713234
2047,AZE,0.6093900853713234
2048,AZE,0.6093900853713234
2049,AZE,0.6093900853713234
2050,AZE,0.6093900853713234
2021,BDI,0.2717634808948348
2022,BDI,0.2717634808948348
2023,BDI,0.2717634808948348
2024,BDI,0.2717634808948348
2025,BDI,0.2717634808948348
2026,BDI,0.2717634808948348
2027,BDI,0.2717634808948348
2028,BDI,0.2717634808948348
2029,BDI,0.2717634808948348
2030,BDI,0.2717634808948348
2031,BDI,0.2717634808948348
2032,BDI,0.2717634808948348
2033,BDI,0.2717634808948348
2034,BDI,0.2717634808948348
2035,BDI,0.2717634808948348
2036,BDI,0.2717634808948348
2037,BDI,0.2717634808948348
2038,BDI,0.2717634808948348
2039,BDI,0.2717634808948348
2040,BDI,0.2717634808948348
2041,BDI,0.2717634808948348
2042,BDI,0.2717634808948348
2043,BDI,0.2717634808948348
2044,BDI,0.2717634808948348
2045,BDI,0.2717634808948348
2046,BDI,0.2717634808948348
2047,BDI,0.2717634808948348
2048,BDI,0.2717634808948348
2049,BDI,0.2717634808948348
2050,BDI,0.2717634808948348
2021,BEL,0.0
2022,BEL,0.0
2023,BEL,0.0
2024,BEL,0.0
2025,BEL,0.0
2026,BEL,0.0
2027,BEL,0.0
2028,BEL,0.0
2029,BEL,0.0
2030,BEL,0.0
2031,BEL,0.0
2032,BEL,0.0
2033,BEL,0.0
2034,BEL,0.0
2035,BEL,0.0
2036,BEL,0.0
2037,BEL,0.0
2038,BEL,0.0
2039,BEL,0.0
2040,BEL,0.0
2041,BEL,0.0
2042,BEL,0.0
2043,BEL,0.0
2044,BEL,0.0
2045,BEL,0.0
2046,BEL,0.0
2047,BEL,0.0
2048,BEL,0.0
2049,BEL,0.0
2050,BEL,0.0
2021,BEN,0.0006475411625182
2022,BEN,0.0006475411625182
2023,BEN,0.0006475411625182
2024,BEN,0.0006475411625182
2025,BEN,0.0006475411625182
2026,BEN,0.0006475411625182
2027,BEN,0.0006475411625182
2028,BEN,0.0006475411625182
2029,BEN,0.0006475411625182
2030,BEN,0.0006475411625182
2031,BEN,0.0006475411625182
2032,BEN,0.0006475411625182
2033,BEN,0.0006475411625182
2034,BEN,0.0006475411625182
2035,BEN,0.0006475411625182
2036,BEN,0.0006475411625182
2037,BEN,0.0006475411625182
2038,BEN,0.0006475411625182
2039,BEN,0.0006475411625182
2040,BEN,0.0006475411625182
2041,BEN,0.0006475411625182
2042,BEN,0.0006475411625182
2043,BEN,0.0006475411625182
2044,BEN,0.0006475411625182
2045,BEN,0.0006475411625182
2046,BEN,0.0006475411625182
2047,BEN,0.0006475411625182
2048,BEN,0.0006475411625182
2049,BEN,0.0006475411625182
2050,BEN,0.0006475411625182
2021,BFA,0.2020981377113452
2022,BFA,0.2020981377113452
2023,BFA,0.2020981377113452
2024,BFA,0.2020981377113452
2025,BFA,0.2020981377113452
2026,BFA,0.2020981377113452
2027,BFA,0.2020981377113452
2028,BFA,0.2020981377113452
2029,BFA,0.2020981377113452
2030,BFA,0.2020981377113452
2031,BFA,0.2020981377113452
2032,BFA,0.2020981377113452
2033,BFA,0.2020981377113452
2034,BFA,0.2020981377113452
2035,BFA,0.2020981377113452
2036,BFA,0.2020981377113452
2037,BFA,0.2020981377113452
2038,BFA,0.2020981377113452
2039,BFA,0.2020981377113452
2040,BFA,0.2020981377113452
2041,BFA,0.2020981377113452
2042,BFA,0.2020981377113452
2043,BFA,0.2020981377113452
2044,BFA,0.2020981377113452
2045,BFA,0.2020981377113452
2046,BFA,0.2020981377113452
2047,BFA,0.2020981377113452
2048,BFA,0.2020981377113452
2049,BFA,0.2020981377113452
2050,BFA,0.2020981377113452
2021,BGD,0.3549968746236645
2022,BGD,0.3549968746236645
2023,BGD,0.3549968746236645
2024,BGD,0.3549968746236645
2025,BGD,0.3549968746236645
2026,BGD,0.3549968746236645
2027,BGD,0.3549968746236645
2028,BGD,0.3549968746236645
2029,BGD,0.3549968746236645
2030,BGD,0.3549968746236645
2031,BGD,0.3549968746236645
2032,BGD,0.3549968746236645
2033,BGD,0.3549968746236645
2034,BGD,0.3549968746236645
2035,BGD,0.3549968746236645
2036,BGD,0.3549968746236645
2037,BGD,0.3549968746236645
2038,BGD,0.3549968746236645
2039,BGD,0.3549968746236645
2040,BGD,0.3549968746236645
2041,BGD,0.3549968746236645
2042,BGD,0.3549968746236645
2043,BGD,0.3549968746236645
2044,BGD,0.3549968746236645
2045,BGD,0.3549968746236645
2046,BGD,0.3549968746236645
2047,BGD,0.3549968746236645
2048,BGD,0.3549968746236645
2049,BGD,0.3549968746236645
2050,BGD,0.3549968746236645
2021,BGR,0.0858469067229572
2022,BGR,0.0858469067229572
2023,BGR,0.0858469067229572
2024,BGR,0.0858469067229572
2025,BGR,0.0858469067229572
2026,BGR,0.0858469067229572
2027,BGR,0.0858469067229572
2028,BGR,0.0858469067229572
2029,BGR,0.0858469067229572
2030,BGR,0.0858469067229572
2031,BGR,0.0858469067229572
2032,BGR,0.0858469067229572
2033,BGR,0.0858469067229572
2034,BGR,0.0858469067229572
2035,BGR,0.0858469067229572
2036,BGR,0.0858469067229572
2037,BGR,0.0858469067229572
2038,BGR,0.0858469067229572
2039,BGR,0.0858469067229572
2040,BGR,0.0858469067229572
2041,BGR,0.0858469067229572
2042,BGR,0.0858469067229572
2043,BGR,0.0858469067229572
2044,BGR,0.0858469067229572
2045,BGR,0.0858469067229572
2046,BGR,0.0858469067229572
2047,BGR,0.0858469067229572
2048,BGR,0.0858469067229572
2049,BGR,0.0858469067229572
2050,BGR,0.0858469067229572
2021,BHR,1.0
2022,BHR,1.0
2023,BHR,1.0
2024,BHR,1.0
2025,BHR,1.0
2026,BHR,1.0
2027,BHR,1.0
2028,BHR,1.0
2029,BHR,1.0
2030,BHR,1.0
2031,BHR,1.0
2032,BHR,1.0
2033,BHR,1.0
2034,BHR,1.0
2035,BHR,1.0
2036,BHR,1.0
2037,BHR,1.0
2038,BHR,1.0
2039,BHR,1.0
2040,BHR,1.0
2041,BHR,1.0
2042,BHR,1.0
2043,BHR,1.0
2044,BHR,1.0
2045,BHR,1.0
2046,BHR,1.0
2047,BHR,1.0
2048,BHR,1.0
2049,BHR,1.0
2050,BHR,1.0
2021,BHS,0.0645903945769648
2022,BHS,0.0645903945769648
2023,BHS,0.0645903945769648
2024,BHS,0.0645903945769648
2025,BHS,0.0645903945769648
2026,BHS,0.0645903945769648
2027,BHS,0.0645903945769648
2028,BHS,0.0645903945769648
2029,BHS,0.0645903945769648
2030,BHS,0.0645903945769648
2031,BHS,0.0645903945769648
2032,BHS,0.0645903945769648
2033,BHS,0.0645903945769648
2034,BHS,0.0645903945769648
2035,BHS,0.0645903945769648
2036,BHS,0.0645903945769648
2037,BHS,0.0645903945769648
2038,BHS,0.0645903945769648
2039,BHS,0.0645903945769648
2040,BHS,0.0645903945769648
2041,BHS,0.0645903945769648
2042,BHS,0.0645903945769648
2043,BHS,0.0645903945769648
2044,BHS,0.0645903945769648
2045,BHS,0.0645903945769648
2046,BHS,0.0645903945769648
2047,BHS,0.0645903945769648
2048,BHS,0.0645903945769648
2049,BHS,0.0645903945769648
2050,BHS,0.0645903945769648
2021,BIH,0.0004763095535788
2022,BIH,0.0004763095535788
2023,BIH,0.0004763095535788
2024,BIH,0.0004763095535788
2025,BIH,0.0004763095535788
2026,BIH,0.0004763095535788
2027,BIH,0.0004763095535788
2028,BIH,0.0004763095535788
2029,BIH,0.0004763095535788
2030,BIH,0.0004763095535788
2031,BIH,0.0004763095535788
2032,BIH,0.0004763095535788
2033,BIH,0.0004763095535788
2034,BIH,0.0004763095535788
2035,BIH,0.0004763095535788
2036,BIH,0.0004763095535788
2037,BIH,0.0004763095535788
2038,BIH,0.0004763095535788
2039,BIH,0.0004763095535788
2040,BIH,0.0004763095535788
2041,BIH,0.0004763095535788
2042,BIH,0.0004763095535788
2043,BIH,0.0004763095535788
2044,BIH,0.0004763095535788
2045,BIH,0.0004763095535788
2046,BIH,0.0004763095535788
2047,BIH,0.0004763095535788
2048,BIH,0.0004763095535788
2049,BIH,0.0004763095535788
2050,BIH,0.0004763095535788
2021,BLR,0.0
2022,BLR,0.0
2023,BLR,0.0
2024,BLR,0.0
2025,BLR,0.0
2026,BLR,0.0
2027,BLR,0.0
2028,BLR,0.0
2029,BLR,0.0
2030,BLR,0.0
2031,BLR,0.0
2032,BLR,0.0
2033,BLR,0.0
2034,BLR,0.0
2035,BLR,0.0
2036,BLR,0.0
2037,BLR,0.0
2038,BLR,0.0
2039,BLR,0.0
2040,BLR,0.0
2041,BLR,0.0
2042,BLR,0.0
2043,BLR,0.0
2044,BLR,0.0
2045,BLR,0.0
2046,BLR,0.0
2047,BLR,0.0
2048,BLR,0.0
2049,BLR,0.0
2050,BLR,0.0
2021,BLZ,0.0
2022,BLZ,0.0
2023,BLZ,0.0
2024,BLZ,0.0
2025,BLZ,0.0
2026,BLZ,0.0
2027,BLZ,0.0
2028,BLZ,0.0
2029,BLZ,0.0
2030,BLZ,0.0
2031,BLZ,0.0
2032,BLZ,0.0
2033,BLZ,0.0
2034,BLZ,0.0
2035,BLZ,0.0
2036,BLZ,0.0
2037,BLZ,0.0
2038,BLZ,0.0
2039,BLZ,0.0
2040,BLZ,0.0
2041,BLZ,0.0
2042,BLZ,0.0
2043,BLZ,0.0
2044,BLZ,0.0
2045,BLZ,0.0
2046,BLZ,0.0
2047,BLZ,0.0
2048,BLZ,0.0
2049,BLZ,0.0
2050,BLZ,0.0
2021,BMU,0.0
2022,BMU,0.0
2023,BMU,0.0
2024,BMU,0.0
2025,BMU,0.0
2026,BMU,0.0
2027,BMU,0.0
2028,BMU,0.0
2029,BMU,0.0
2030,BMU,0.0
2031,BMU,0.0
2032,BMU,0.0
2033,BMU,0.0
2034,BMU,0.0
2035,BMU,0.0
2036,BMU,0.0
2037,BMU,0.0
2038,BMU,0.0
2039,BMU,0.0
2040,BMU,0.0
2041,BMU,0.0
2042,BMU,0.0
2043,BMU,0.0
2044,BMU,0.0
2045,BMU,0.0
2046,BMU,0.0
2047,BMU,0.0
2048,BMU,0.0
2049,BMU,0.0
2050,BMU,0.0
2021,BOL,0.3976087455893595
2022,BOL,0.3976087455893595
2023,BOL,0.3976087455893595
2024,BOL,0.3976087455893595
2025,BOL,0.3976087455893595
2026,BOL,0.3976087455893595
2027,BOL,0.3976087455893595
2028,BOL,0.3976087455893595
2029,BOL,0.3976087455893595
2030,BOL,0.3976087455893595
2031,BOL,0.3976087455893595
2032,BOL,0.3976087455893595
2033,BOL,0.3976087455893595
2034,BOL,0.3976087455893595
2035,BOL,0.3976087455893595
2036,BOL,0.3976087455893595
2037,BOL,0.3976087455893595
2038,BOL,0.3976087455893595
2039,BOL,0.3976087455893595
2040,BOL,0.3976087455893595
2041,BOL,0.3976087455893595
2042,BOL,0.3976087455893595
2043,BOL,0.3976087455893595
2044,BOL,0.3976087455893595
2045,BOL,0.3976087455893595
2046,BOL,0.3976087455893595
2047,BOL,0.3976087455893595
2048,BOL,0.3976087455893595
2049,BOL,0.3976087455893595
2050,BOL,0.3976087455893595
2021,BRA,0.0641917875767526
2022,BRA,0.0641917875767526
2023,BRA,0.0641917875767526
2024,BRA,0.0641917875767526
2025,BRA,0.0641917875767526
2026,BRA,0.0641917875767526
2027,BRA,0.0641917875767526
2028,BRA,0.0641917875767526
2029,BRA,0.0641917875767526
2030,BRA,0.0641917875767526
2031,BRA,0.0641917875767526
2032,BRA,0.0641917875767526
2033,BRA,0.0641917875767526
2034,BRA,0.0641917875767526
2035,BRA,0.0641917875767526
2036,BRA,0.0641917875767526
2037,BRA,0.0641917875767526
2038,BRA,0.0641917875767526
2039,BRA,0.0641917875767526
2040,BRA,0.0641917875767526
2041,BRA,0.0641917875767526
2042,BRA,0.0641917875767526
2043,BRA,0.0641917875767526
2044,BRA,0.0641917875767526
2045,BRA,0.0641917875767526
2046,BRA,0.0641917875767526
2047,BRA,0.0641917875767526
2048,BRA,0.0641917875767526
2049,BRA,0.0641917875767526
2050,BRA,0.0641917875767526
2021,BRB,0.0
2022,BRB,0.0
2023,BRB,0.0
2024,BRB,0.0
2025,BRB,0.0
2026,BRB,0.0
2027,BRB,0.0
2028,BRB,0.0
2029,BRB,0.0
2030,BRB,0.0
2031,BRB,0.0
2032,BRB,0.0
2033,BRB,0.0
2034,BRB,0.0
2035,BRB,0.0
2036,BRB,0.0
2037,BRB,0.0
2038,BRB,0.0
2039,BRB,0.0
2040,BRB,0.0
2041,BRB,0.0
2042,BRB,0.0
2043,BRB,0.0
2044,BRB,0.0
2045,BRB,0.0
2046,BRB,0.0
2047,BRB,0.0
2048,BRB,0.0
2049,BRB,0.0
2050,BRB,0.0
2021,BRN,0.0
2022,BRN,0.0
2023,BRN,0.0
2024,BRN,0.0
2025,BRN,0.0
2026,BRN,0.0
2027,BRN,0.0
2028,BRN,0.0
2029,BRN,0.0
2030,BRN,0.0
2031,BRN,0.0
2032,BRN,0.0
2033,BRN,0.0
2034,BRN,0.0
2035,BRN,0.0
2036,BRN,0.0
2037,BRN,0.0
2038,BRN,0.0
2039,BRN,0.0
2040,BRN,0.0
2041,BRN,0.0
2042,BRN,0.0
2043,BRN,0.0
2044,BRN,0.0
2045,BRN,0.0
2046,BRN,0.0
2047,BRN,0.0
2048,BRN,0.0
2049,BRN,0.0
2050,BRN,0.0
2021,BTN,1.0
2022,BTN,1.0
2023,BTN,1.0
2024,BTN,1.0
2025,BTN,1.0
2026,BTN,1.0
2027,BTN,1.0
2028,BTN,1.0
2029,BTN,1.0
2030,BTN,1.0
2031,BTN,1.0
2032,BTN,1.0
2033,BTN,1.0
2034,BTN,1.0
2035,BTN,1.0
2036,BTN,1.0
2037,BTN,1.0
2038,BTN,1.0
2039,BTN,1.0
2040,BTN,1.0
2041,BTN,1.0
2042,BTN,1.0
2043,BTN,1.0
2044,BTN,1.0
2045,BTN,1.0
2046,BTN,1.0
2047,BTN,1.0
2048,BTN,1.0
2049,BTN,1.0
2050,BTN,1.0
2021,BWA,1.0
2022,BWA,1.0
2023,BWA,1.0
2024,BWA,1.0
2025,BWA,1.0
2026,BWA,1.0
2027,BWA,1.0
2028,BWA,1.0
2029,BWA,1.0
2030,BWA,1.0
2031,BWA,1.0
2032,BWA,1.0
2033,BWA,1.0
2034,BWA,1.0
2035,BWA,1.0
2036,BWA,1.0
2037,BWA,1.0
2038,BWA,1.0
2039,BWA,1.0
2040,BWA,1.0
2041,BWA,1.0
2042,BWA,1.0
2043,BWA,1.0
2044,BWA,1.0
2045,BWA,1.0
2046,BWA,1.0
2047,BWA,1.0
2048,BWA,1.0
2049,BWA,1.0
2050,BWA,1.0
2021,CAF,0.0
2022,CAF,0.0
2023,CAF,0.0
2024,CAF,0.0
2025,CAF,0.0
2026,CAF,0.0
2027,CAF,0.0
2028,CAF,0.0
2029,CAF,0.0
2030,CAF,0.0
2031,CAF,0.0
2032,CAF,0.0
2033,CAF,0.0
2034,CAF,0.0
2035,CAF,0.0
2036,CAF,0.0
2037,CAF,0.0
2038,CAF,0.0
2039,CAF,0.0
2040,CAF,0.0
2041,CAF,0.0
2042,CAF,0.0
2043,CAF,0.0
2044,CAF,0.0
2045,CAF,0.0
2046,CAF,0.0
2047,CAF,0.0
2048,CAF,0.0
2049,CAF,0.0
2050,CAF,0.0
2021,CAN,0.3806295689827582
2022,CAN,0.3806295689827582
2023,CAN,0.3806295689827582
2024,CAN,0.3806295689827582
2025,CAN,0.3806295689827582
2026,CAN,0.3806295689827582
2027,CAN,0.3806295689827582
2028,CAN,0.3806295689827582
2029,CAN,0.3806295689827582
2030,CAN,0.3806295689827582
2031,CAN,0.3806295689827582
2032,CAN,0.3806295689827582
2033,CAN,0.3806295689827582
2034,CAN,0.3806295689827582
2035,CAN,0.3806295689827582
2036,CAN,0.3806295689827582
2037,CAN,0.3806295689827582
2038,CAN,0.3806295689827582
2039,CAN,0.3806295689827582
2040,CAN,0.3806295689827582
2041,CAN,0.3806295689827582
2042,CAN,0.3806295689827582
2043,CAN,0.3806295689827582
2044,CAN,0.3806295689827582
2045,CAN,0.3806295689827582
2046,CAN,0.3806295689827582
2047,CAN,0.3806295689827582
2048,CAN,0.3806295689827582
2049,CAN,0.3806295689827582
2050,CAN,0.3806295689827582
2021,CHE,0.2241524037161922
2022,CHE,0.2241524037161922
2023,CHE,0.2241524037161922
2024,CHE,0.2241524037161922
2025,CHE,0.2241524037161922
2026,CHE,0.2241524037161922
2027,CHE,0.2241524037161922
2028,CHE,0.2241524037161922
2029,CHE,0.2241524037161922
2030,CHE,0.2241524037161922
2031,CHE,0.2241524037161922
2032,CHE,0.2241524037161922
2033,CHE,0.2241524037161922
2034,CHE,0.2241524037161922
